Major_Category_en,Sub_Category_en,Major_Category_ja,Sub_Category_ja,Major_Category_ko,Sub_Category_ko,Korean,Japanese,English
Music,Legacy of Lunatic Kingdom,音楽部門,東方紺珠伝,음악부문,동방감주전,판데모닉 플래닛,パンデモニックプラネット,Pandemonic Planet
Music,Legacy of Lunatic Kingdom,音楽部門,東方紺珠伝,음악부문,동방감주전,신사에서 보이는 달,神社から見える月,The Moon as Seen from the Shrine
Music,Legacy of Lunatic Kingdom,音楽部門,東方紺珠伝,음악부문,동방감주전,우주 무녀 귀환하다,宇宙巫女帰還する,The Space Shrine Maiden Returns Home
Music,Legacy of Lunatic Kingdom,音楽部門,東方紺珠伝,음악부문,동방감주전,플레이어즈 스코어,プレイヤーズスコア,Player's Score
Music,Urban Legend in Limbo (PS4),音楽部門,東方深秘録（PS4版）,음악부문,동방심비록(PS4판),광기의 눈동자 ~ Invisible Full Moon,狂気の瞳　～ Invisible Full Moon,Lunatic Eyes ~ Invisible Full Moon
Music,Urban Legend in Limbo (PS4),音楽部門,東方深秘録（PS4版）,음악부문,동방심비록(PS4판),네오 죽림 인 플레임,ネオ竹林インフレイム,Neo Bamboo Forest in Flames
Music,Urban Legend in Limbo (PS4),音楽部門,東方深秘録（PS4版）,음악부문,동방심비록(PS4판),억만겁의 종,億万劫の鐘,Bell of So Many Aeons
Music,Urban Legend in Limbo (PS4),音楽部門,東方深秘録（PS4版）,음악부문,동방심비록(PS4판),오컬트 어트랙트,オカルトアトラクト,Occult Attract
Music,Urban Legend in Limbo (PS4),音楽部門,東方深秘録（PS4版）,음악부문,동방심비록(PS4판),경계 포크로어,境界フォークロア,Boundary Folklore
Music,Urban Legend in Limbo (PS4),音楽部門,東方深秘録（PS4版）,음악부문,동방심비록(PS4판),언노운X ~ Occultly Madness,アンノウンX　～ Occultly Madness,Unknown X ~ Occultly Madness
Music,Urban Legend in Limbo (PS4),音楽部門,東方深秘録（PS4版）,음악부문,동방심비록(PS4판),상모의 광기 ~ Horrible Night,相貌の狂い ～ Horrible Night,Madness of Visages ~ Horrible Night
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,벚꽃 흩날리는 천공,桜舞い散る天空,The Sky Where Cherry Blossoms Flutter Down
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,희망의 별은 푸른 하늘에 뜬다,希望の星は青霄に昇る,A Star of Hope Rises in the Blue Sky
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,한여름 요정의 꿈,真夏の妖精の夢,A Midsummer Fairy's Dream
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,가을바람은 요괴의 산으로,色無き風は妖怪の山に,The Colorless Wind on Youkai Mountain
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,깊은 산 속의 인카운터,山奥のエンカウンター,Deep-Mountain Encounter
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,벚꽃빛 바다를 헤엄치며,桜色の海を泳いで,Swim in a Cherry Blossom-Colored Sea
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,한 쌍의 신수,一対の神獣,A Pair of Divine Beasts
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,환상의 화이트 트래블러,幻想のホワイトトラベラー,Illusionary White Traveler
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,마법의 삿갓 지장,魔法の笠地蔵,The Magic Straw-Hat Jizo
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,"금단의 문 너머는, 이승인가 저승인가",禁断の扉の向こうは、この世かあの世か,"Does the Forbidden Door Lead to This World, or the World Beyond?"
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,크레이지 백댄서즈,クレイジーバックダンサーズ,Crazy Backup Dancers
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,인투 백도어,イントゥ・バックドア,Into Backdoor
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,비닉된 포 시즌스,秘匿されたフォーシーズンズ,The Concealed Four Seasons
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,이젠 문으로는 들어갈 수 없어,もうドアには入れない,No More Going Through Doors
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,비신 마타라 ~ Hidden Star in All Seasons,秘神マターラ　～ Hidden Star in All Seasons.,Secret God Matara ~ Hidden Star in All Seasons.
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,부자연스러운 자연,不自然な自然,Unnatural Nature
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,하얀 여행자,白い旅人,White Traveler
Music,Hidden Star in Four Seasons,音楽部門,東方天空璋,음악부문,동방천공장,플레이어즈 스코어,プレイヤーズスコア,Player's Score
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,땅의 색은 노란색 ~ Primrose,地の色は黄色　～Primrose,The Ground's Color is Yellow ~ Primrose
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,머쉬룸 왈츠,マッシュルーム・ワルツ,Mushroom Waltz
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,성련선 하늘에 가다,聖輦船空を往く,The Palanquin Ship Flies in the Sky
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,법력 아래의 평등,法力の下の平等,Equality Under the Law of Dharma
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,항상불변의 참묘사,恒常不変の参廟祀,Constant and Unchanging Temple of Worship
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,빛나는 천구의,光輝く天球儀,Shining Armillary Sphere
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,계곡 캇파의 기술력,沢の河童の技術力,The Ravine Kappa's Technological Prowess
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,지저에 피는 장미,地底に咲く薔薇,A Rose Blooming in the Underworld
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,심록의 너구리 숲에서,深緑の狸森にて,In the Deep-Green Tanuki Forest
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,심기루 연무,心綺楼演舞,Shinkirou Theatrical
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,불멸의 레드 소울,不滅のレッドソウル,Immortal Red Soul
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,지는 해에 비치는 뒤집힌 성,落日に生える逆さ城,The Inverted Castle Lit by the Setting Sun
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,천 개의 시련을 넘어,千の試練を超えて,Overcome a Thousand Trials
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,꿈의 세계 포크로어,夢世界フォークロア,Dream World Folklore
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,영원히 이어지는 회랑,永遠に続く回廊,Corridor Stretching to Eternity
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,슬립 십 퍼레이드,スリープシープ・パレード,Sleep Sheep Parade
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,다가오는 유정천,至る有頂天,Bhavaagra as Far as the Eye Can See
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,요리마시는 꿈과 현실 사이에 ~ Necro-Fantasia,憑坐は夢と現の間に　～ Necro-Fantasia,Yorimashi Between Dreams and Reality ~ Necro-Fantasia
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,오늘 밤은 표일한 에고이스트(Live ver) ~ Egoistic Flowers.,今宵は飄逸なエゴイスト(Live ver)　～ Egoistic Flowers.,Tonight Stars an Easygoing Egoist (Live ver.) ~ Egoistic Flowers.
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,오컬트 어트랙트,オカルトアトラクト,Occult Attract
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,네오 죽림 인 플레임,ネオ竹林インフレイム,Neo Bamboo Forest in Flames
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,억만겁의 종,億万劫の鐘,Bell of So Many Aeons
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,언노운X ~ Occultly Madness,アンノウンX　～ Occultly Madness,Unknown X ~ Occultly Madness
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,빛나는 바늘의 소인족 ~ Little Princess,輝く針の小人族　～ Little Princess,Inchlings of the Shining Needle ~ Little Princess
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,꽃 틈새의 배틀필드,華狭間のバトルフィールド,Battlefield of the Flower Threshold
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,라스트 오컬티즘 ~ 현세의 비술사,ラストオカルティズム　～ 現し世の秘術師,Last Occultism ~ Esotericist of the Present World
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,광기의 눈동자 ~ Invisible Full Moon,狂気の瞳　～ Invisible Full Moon,Lunatic Eyes ~ Invisible Full Moon
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,영원의 춘몽,永遠の春夢,Eternal Spring Dream
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,유정천변 ~ Wonderful Heaven,有頂天変　～ Wonderful Heaven,Catastrophe in Bhavaagra ~ Wonderful Heaven
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,밤이 내려온다 ~ Evening Star,夜が降りてくる　～ Evening Star,Night Falls ~ Evening Star
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,빙의투합,憑依投合,Being Things Eye To Eye
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,연대책인,連帯責人,The One Jointly Responsible
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,합록기록,合縁奇縁,An Odd Couple
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,이심동체,異心同体,Two Minds of One Body
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,장언대어,壮言大語,Grandiloquence
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,지략종횡,知略縦横,Scheming Outside the Box
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,의기양양,意気揚々,In High Spirits
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,개연간근,開演間近,The Curtain Shall Rise Soon
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,천의무봉 ~ Yellow Lily,天衣無縫　～ Yellow Lily,Flawless as Clothing of the Celestials ~ Yellow Lily
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,행운유수,行雲流水,Floating with the Tide
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,이변의 씨앗,異変の種子,Seeds of the Incident
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,싹트는 의혹,疑惑の芽生え,Sprouts of Suspicion
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,아직 피지 않은 빙의화,未だ蕾む憑依華,Possession Flowers Yet to Bud
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,진상으로 이어지는 지엽,真相へ繋がる枝葉,Branches Reaching to the Truth
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,피어나는 빙의화,咲き誇る憑依華,Possession Flowers in Full Bloom
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,흩날리는 빙의화 꽃보라,舞い散る憑依華吹雪,Blizzard of Scattering Possession Flowers
Music,Antinomy of Common Flowers,音楽部門,東方憑依華,음악부문,동방빙의화,유구한 증기기관,悠久の蒸気機関,The Eternal Steam Engine
Music,Violet Detector,音楽部門,秘封ナイトメアダイアリー,음악부문,비봉 나이트메어 다이어리,악몽일기,悪夢日記,Nightmare Journal
Music,Violet Detector,音楽部門,秘封ナイトメアダイアリー,음악부문,비봉 나이트메어 다이어리,루시드 드리머,ルーシッドドリーマー,Lucid Dreamer
Music,Violet Detector,音楽部門,秘封ナイトメアダイアリー,음악부문,비봉 나이트메어 다이어리,루나틱 드리머,ルナティックドリーマー,Lunatic Dreamer
Music,Violet Detector,音楽部門,秘封ナイトメアダイアリー,음악부문,비봉 나이트메어 다이어리,나이트메어 다이어리,ナイトメアダイアリー,Nightmare Diary
Music,Violet Detector,音楽部門,秘封ナイトメアダイアリー,음악부문,비봉 나이트메어 다이어리,바 올드 아담,バー・オールドアダム,"""Old Adam"" Bar"
Music,Violet Detector,音楽部門,秘封ナイトメアダイアリー,음악부문,비봉 나이트메어 다이어리,연석박물지가 가져온 어둠,燕石博物誌が連れてきた闇,The Darkness Brought In by Swallowstone Naturalis Historia
Music,Violet Detector,音楽部門,秘封ナイトメアダイアリー,음악부문,비봉 나이트메어 다이어리,영원의 춘몽,永遠の春夢,Eternal Spring Dream
Music,Violet Detector,音楽部門,秘封ナイトメアダイアリー,음악부문,비봉 나이트메어 다이어리,비닉된 포 시즌스,秘匿されたフォーシーズンズ,The Concealed Four Seasons
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,말 못 하는 짐승의 영혼,物言わぬ獣の霊,Silent Beast Spirits
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,지장만이 아는 애탄,地蔵だけが知る哀嘆,The Lamentations Known Only by Jizo
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,젤리 스톤,ジェリーストーン,Jelly Stone
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,로스트 리버,ロストリバー,Lost River
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,돌의 갓난아이와 물 속의 소,石の赤子と水中の牛,The Stone Baby and the Submerged Bovine
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,불후의 만주사화,不朽の曼珠沙華,Everlasting Red Spider Lily
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,세라픽 치킨,セラフィックチキン,Seraphic Chicken
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,언로케이티드 헬,アンロケイテッドヘル,Unlocated Hell
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,토터스 드래곤 ~ 행운과 불운,トータスドラゴン　〜幸運と不運,Tortoise Dragon ~ Fortune and Misfortune
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,비스트 메트로폴리스,ビーストメトロポリス,Beast Metropolis
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,세라믹스의 장도인,セラミックスの杖刀人,Joutoujin of Ceramics
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,일렉트릭 헤리티지,エレクトリックヘリテージ,Electric Heritage
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,우상에 세계를 맡기고 ~ Idoratrize World,偶像に世界を委ねて　〜Idoratrize World,Entrust this World to Idols ~ Idolatrize World
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,눈부신 약육강식의 규칙,輝かしき弱肉強食の掟,The Shining Law of the Strong Eating the Weak
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,쇼토쿠 태자의 페가수스 ~ Dark Pegasus,聖徳太子のペガサス　〜Dark Pegasus,Prince Shoutoku's Pegasus ~ Dark Pegasus
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,축생들의 휴식,畜生達の休息,The Animals' Rest
Music,Wily Beast and Weakest Creature,音楽部門,東方鬼形獣,음악부문,동방귀형수,지하에서의 귀환,地下からの帰還,Returning Home from the Underground
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,무지개가 걸린 환상향,虹の架かる幻想郷,A Rainbow Spanning Gensokyo
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,요괴들의 소나기,妖異達の通り雨,A Shower of Strange Occurrences
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,대길 키튼,大吉キトゥン,Kitten of Great Fortune
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,심록에 숨겨진 절벽,深緑に隠された断崖,The Cliff Hidden in Deep Green
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,밴디트리 테크놀로지,バンデットリィテクノロジー,Banditry Technology
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,망아지풀이 피는 퍼페추얼 스노우,駒草咲くパーペチュアルスノー,The Perpetual Snow of Komakusa Blossoms
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,스모킹 드래곤,スモーキングドラゴン,Smoking Dragon
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,스러져가는 산업유구,廃れゆく産業遺構,The Obsolescent Industrial Remains
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,신대 광석,神代鉱石,Ore from the Age of the Gods
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,애타게 기다리던 황혼녘,待ちわびた逢魔が時,The Long-Awaited Oumagatoki
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,별이 지는 천마의 산,星降る天魔の山,Starry Mountain of Tenma
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,루나 레인보우,ルナレインボー,Lunar Rainbow
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,그 활기찬 시장은 지금 어디에 ~ Immemorial Marketeers,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,Where Is That Bustling Marketplace Now ~ Immemorial Marketeers
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,환상의 지하 대선로망,幻想の地下大線路網,The Great Fantastic Underground Railway Network
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,용왕을 죽이는 프린세스,龍王殺しのプリンセス,The Princess Who Slays Dragon Kings
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,폭풍 후의 일요일,嵐の後の日曜日,The Sunday After the Storm
Music,Unconnected Marketeers,音楽部門,東方虹龍洞,음악부문,동방홍룡동,무지갯빛 세계,虹色の世界,A Rainbow-Colored World
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,수몰된 침수지옥,水没した沈愁地獄,Submerged Hell of Sunken Sorrow
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,마법사의 우울,魔法使いの憂鬱,Magician's Melancholy
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,어둠의 풍혈,暗闇の風穴,The Dark Blowhole
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,옛 지옥 길거리를 가다,旧地獄街道を行く,Walking the Streets of a Former Hell
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,업화 맨틀,業火マントル,Hellfire Mantle
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,기둥의 묘지,御柱の墓場,Cemetery of Onbashira
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,불후의 만주사화,不朽の曼殊沙華,Everlasting Red Spider Lily
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,마법소녀들의 백년제,魔法少女達の百年祭,The Centennial Festival for Magical Girls
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,소녀기상곡 ~ Capriccio,少女綺想曲,Maiden's Capriccio
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,사랑색 마스터 스파크,恋色マスタースパーク,Love-Colored Master Spark
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,봉인당한 요괴,封じられた妖怪,The Sealed-Away Youkai
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,만년 방치된 우산에 주의를,万年置き傘にご注意を,Beware the Umbrella Left There Forever
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,캡틴 무라사,キャプテンムラサ,Captain Murasa
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,신성하고 장엄한 옛 전장,神さびた古戦場,The Venerable Ancient Battlefield
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,오늘 밤은 표일한 에고이스트 ~ Egoistic Flowers,今宵は飄逸なエゴイスト　～ Egoistic Flowers.,Tonight Stars an Easygoing Egoist ~ Egoistic Flowers
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,꽃의 술잔 오오에야마,華のさかづき大江山,A Flower-Studded Sake Dish on Mt. Ooe
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,영지의 태양신앙,霊知の太陽信仰,Solar Sect of Mystic Wisdom
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,세라픽 치킨,セラフィックチキン,Seraphic Chicken
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,U.N.오웬은 그녀인가?,U.N.オーエンは彼女なのか？,U.N. Owen Was Her?
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,"대지의 아래, 강욕의 바다",大地の底、剛欲の海,"Depths of the Earth, Ocean of Avarice"
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,탐욕스러운 짐승의 메멘토,強欲な獣のメメント,Memento of the Avaricious Beast
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,모든 유기체들의 메멘토 ~ Memory of Fossil Energy.,有機体全てのメメント　～ Memory of Fossil Energy.,Memento of All Organisms ~ Memory of Fossil Energy.
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,천리인욕,天理人欲,"Laws of Heaven, Desires of Man"
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,동방강욕이문,東方剛欲異聞,Eastern Strange Tale of Avarice
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,이젠 문으로는 들어갈 수 없어,もうドアには入れない,No More Going Through Doors
Music,Sunken Fossil World,音楽部門,東方剛欲異聞,음악부문,동방강욕이문,비신 마타라,秘神マターラ,Secret God Matara
Music,100th Black Market,音楽部門,バレットフィリア達の闇市場,음악부문,불릿필리아들의 암시장,수집가의 우울한 오후,コレクターの憂鬱な午後,The Collector's Melancholy Afternoon
Music,100th Black Market,音楽部門,バレットフィリア達の闇市場,음악부문,불릿필리아들의 암시장,두근거리는 익숙한 환상향,ワクワクする見慣れた幻想郷,An Exciting and Familiar Gensokyo
Music,100th Black Market,音楽部門,バレットフィリア達の闇市場,음악부문,불릿필리아들의 암시장,요괴 훅 온,妖怪フックオン,Youkai Hook On
Music,100th Black Market,音楽部門,バレットフィリア達の闇市場,음악부문,불릿필리아들의 암시장,암시장은 장소를 가리지 않는다,闇市場は場所を選ばない,"Black Markets Can Happen Anywhere, Anytime"
Music,100th Black Market,音楽部門,バレットフィリア達の闇市場,음악부문,불릿필리아들의 암시장,"탄막을 들어라, 불릿필리아들아",弾幕を持て、バレットフィリア達よ,"Take Thy Danmaku In Hand, O Bulletphiles"
Music,100th Black Market,音楽部門,バレットフィリア達の闇市場,음악부문,불릿필리아들의 암시장,100번째 블랙 마켓,100回目のブラックマーケット,The 100th Black Market
Music,100th Black Market,音楽部門,バレットフィリア達の闇市場,음악부문,불릿필리아들의 암시장,루나틱 드리머,ルナティックドリーマー,Lunatic Dreamer
Music,100th Black Market,音楽部門,バレットフィリア達の闇市場,음악부문,불릿필리아들의 암시장,루나 레인보우,ルナレインボー,Lunar Rainbow
Music,100th Black Market,音楽部門,バレットフィリア達の闇市場,음악부문,불릿필리아들의 암시장,그 활기찬 시장은 지금 어디에 ~ Immemorial Marketeers,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,Where Is That Bustling Marketplace Now ~ Immemorial Marketeers
Music,100th Black Market,音楽部門,バレットフィリア達の闇市場,음악부문,불릿필리아들의 암시장,무지갯빛 세계,虹色の世界,A Rainbow-Colored World
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,짐승의 지성,獣の知性,A Beast's Intelligence
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,세계는 귀엽게 만들어져 있다,世界は可愛く出来ている,The World Is Made in an Adorable Way
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,마수 스크램블,魔獣スクランブル,Magical Beast Scramble
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,오니는 유구의 산에,鬼は悠久の山に,The Oni on the Perpetual Mountain
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,타이니 샹그릴라,タイニーシャングリラ,Tiny Shangri-La
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,용감하고 한가로운 요수,勇敢で有閑な妖獣,A Brave and Leisurely Beast
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,흡혈괴수 추파카브라,吸血怪獣チュパカブラ,Vampiric Cryptid Chupacabra
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,뒤돌아보지 않는 황천길,振り向かない黄泉の道,The Path to Yomi Where None Turn Back
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,일탈자들의 무애광 ~ Kingdom of Nothingness.,逸脱者達の無礙光　～ Kingdom of Nothingness,The Deviants' Unobstructed Light ~ Kingdom of Nothingness.
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,소녀가 본 일본의 원풍경,少女が見た日本の原風景,The Primal Scene of Japan the Girl Saw
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,요요발호 ~ Who done it!,妖々跋扈　～ Who done it!,Spiritual Domination ~ Who done it!
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,한 쌍의 신수,一対の神獣,A Pair of Divine Beasts
Music,Unfinished Dream of All Living Ghost,音楽部門,東方獣王園,음악부문,동방수왕원,봄의 항구에서,春の湊に,At the Harbor of Spring
