Major_Category_en,Sub_Category_en,Major_Category_ja,Sub_Category_ja,Major_Category_ko,Sub_Category_ko,Korean,Japanese,English
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,Demystify Feast,Demystify Feast,Demystify Feast
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,밤이 내려온다 ~ Evening Star,夜が降りてくる　～ Evening Star,Night Falls ~ Evening Star
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,동화나라의 오니들의 섬 ~ Missing Power,御伽の国の鬼が島　～ Missing Power,The Fabled Land of Onigashima ~ Missing Power
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,여름이 끝나는 날,夏明き,End of Summer
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,동방췌몽상,東方萃夢想,Eastern Forgathering Dream
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,마소,魔所,Demonic Place
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,월륜,月輪,The Moon
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,편참,遍参,Wanderings
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,이심,裏心,Inner Heart
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,Intermezzo,Intermezzo,Intermezzo
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,동풍,あゆのかぜ,Eastern Wind
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,삼한,森閑,Silence
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,앙공,仰空,Skygazer
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,유경,幽境,Solitary Place
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,진객,珍客,Unexpected Visitor
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,홍야,紅夜,Scarlet Night
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,전신,戦迅,Swift Battle
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,화기,禍機,Bad Omen
Music,Immaterial and Missing Power,音楽部門,東方萃夢想,음악부문,동방췌몽상,쇄월,砕月,Broken Moon
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,화영총 ~ Higan Retour,花映塚　～ Higan Retour,Flower Reflecting Mound ~ Higan Retour
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,봄빛 오솔길 ~ Colorful Path,春色小径　～ Colorful Path,Spring Lane ~ Colorful Path
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,오리엔탈 다크플라이트,オリエンタルダークフライト,Oriental Dark Flight
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,플라워링 나이트,フラワリングナイト,Flowering Night
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,동방요요몽 ~ Ancient Temple,東方妖々夢　～ Ancient Temple,Eastern Ghostly Dream ~ Ancient Temple
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,광기의 눈동자 ~ Invisible Full Moon,狂気の瞳　～ Invisible Full Moon,Lunatic Eyes ~ Invisible Full Moon
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,말괄량이 연랑의 모험,おてんば恋娘の冒険,Adventure of the Lovestruck Tomboy
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,유령악단 ~ Phantom Ensemble,幽霊楽団　～ Phantom Ensemble,Phantom Band ~ Phantom Ensemble
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,이젠 노래밖에 들리지 않아 ~ Flower Mix,もう歌しか聞こえない　～ Flower Mix,Deaf to All but the Song ~ Flower Mix
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,우사님의 새하얀 깃발,お宇佐さまの素い幡,White Flag of Usa Shrine
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,풍신소녀 (Short Version),風神少女　 (Short Version),Wind God Girl (Short Version)
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,포이즌 바디 ~ Forsaken Doll,ポイズンボディ　～ Forsaken Doll,Poison Body ~ Forsaken Doll
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,금석환상향 ~ Flower Land,今昔幻想郷　～ Flower Land,"Gensokyo, Past and Present ~ Flower Land"
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,피안귀항 ~ Riverside View,彼岸帰航　～ Riverside View,Higan Retour ~ Riverside View
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,60년만의 동방재판 ~ Fate of Sixty Years,六十年目の東方裁判　～ Fate of Sixty Years,Eastern Judgement in the Sixtieth Year ~ Fate of Sixty Years
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,꽃이 비치는 무덤,花の映る塚,The Mound Where the Flowers Reflect
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,차안의 언덕,此岸の塚,Mound of Shigan
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,꽃은 환상대로,花は幻想のままに,The Flowers Remain in Fantasy
Music,Phantasmagoria of Flower View,音楽部門,東方花映塚,음악부문,동방화영총,혼의 꽃 ~ Another Dream...,魂の花　～ Another Dream...,Flower of Soul ~ Another Dream...
Music,Shoot the Bullet,音楽部門,東方文花帖,음악부문,동방문화첩,텐구의 수첩 ~ Mysterious Note,天狗の手帖　～ Mysterious Note,Tengu's Notebook ~ Mysterious Note
Music,Shoot the Bullet,音楽部門,東方文花帖,음악부문,동방문화첩,바람의 순환 ~ Wind Tour,風の循環　～ Wind Tour,Wind Circulation ~ Wind Tour
Music,Shoot the Bullet,音楽部門,東方文花帖,음악부문,동방문화첩,텐구가 보고 있다 ~ Black Eyes,天狗が見ている　～ Black Eyes,Tengu Is Watching ~ Black Eyes
Music,Shoot the Bullet,音楽部門,東方文花帖,음악부문,동방문화첩,동쪽 나라의 잠들지 않는 밤,東の国の眠らない夜,Sleepless Night of the Eastern Country
Music,Shoot the Bullet,音楽部門,東方文花帖,음악부문,동방문화첩,레트로스펙티브 교토,レトロスペクティブ京都,Retrospective Kyoto
Music,Shoot the Bullet,音楽部門,東方文花帖,음악부문,동방문화첩,풍신소녀,風神少女,Wind God Girl
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,봉인된 신들,封印されし神々,Sealed Gods
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,인간을 사랑한 신 ~ Romantic Fall,人恋し神様　～ Romantic Fall,A God That Misses People ~ Romantic Fall
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,이나다히메님께 야단맞으니까,稲田姫様に叱られるから,Because Princess Inada is Scolding Me
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,재앙신께서 다니시는 길 ~ Dark Road,厄神様の通り道　～ Dark Road,The Road of the Misfortune God ~ Dark Road
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,운명의 다크사이드,運命のダークサイド,Dark Side of Fate
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,신들이 사랑한 환상향,神々が恋した幻想郷,The Gensokyo the Gods Loved
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,아쿠타가와 류노스케의 캇파 ~ Candid Friend,芥川龍之介の河童　～ Candid Friend,"Akutagawa Ryuunosuke's ""Kappa"" ~ Candid Friend"
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,폴 오브 폴 ~ 가을다워지는 폭포,フォールオブフォール　～ 秋めく滝,Fall of Fall ~ Autumnal Waterfall
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,요괴의 산 ~ Mysterious Mountain,妖怪の山　～ Mysterious Mountain,Youkai Mountain ~ Mysterious Mountain
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,소녀가 본 일본의 원풍경,少女が見た日本の原風景,The Primal Scene of Japan the Girl Saw
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,신앙은 덧없는 인간을 위해,信仰は儚き人間の為に,Faith Is for the Transient People
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,기둥의 묘지 ~ Grave of Being,御柱の墓場　～ Grave of Being,Cemetery of Onbashira ~ Grave of Being
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,신성하고 장엄한 옛 전장 ~ Suwa Foughten Field,神さびた古戦場　～ Suwa Foughten Field,The Venerable Ancient Battlefield ~ Suwa Foughten Field
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,"내일은 휴일, 어제는 평일",明日ハレの日、ケの昨日,"Tomorrow Will Be Special, Yesterday Was Not"
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,네이티브 페이스,ネイティブフェイス,Native Faith
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,산기슭의 신사,麓の神社,Shrine at the Foot of the Mountain
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,신은 은혜의 비를 내리니 ~ Sylphid Dream,神は恵みの雨を降らす　～ Sylphid Dream,The Gods Give Us Blessed Rain ~ Sylphid Dream
Music,Mountain of Faith,音楽部門,東方風神録,음악부문,동방풍신록,플레이어즈 스코어,プレイヤーズスコア,Player's Score
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,비상천,緋想天,Heaven of Scarlet Perception
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,일상좌와,日常坐臥,Usual Days
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,땅의 색은 노란색,地の色は黄色,The Ground's Color is Yellow
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,갑론을박,甲論乙駁,Argue for and Against
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,풍광명미,風光明媚,Beautiful Nature Sight
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,향기나는 수엽화,香る樹葉花,Fragrant Plants
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,춤추는 물보라,踊る水飛沫,Dancing Water Spray
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,이어구승,以魚駆蠅,Swing a Fish to Drive Away Flies
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,방종불기,放縦不羈,Free and Easy
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,비웃음의 유희,嘲りの遊戯,Ridiculous Game
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,냉음한취,冷吟閑酔,Drunk as I Like
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,운외창천,雲外蒼天,Skies Beyond the Clouds
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,검은 바다에 붉음을 ~ Legendary Fish,黒い海に紅く　～ Legendary Fish,Crimson in the Black Sea ~ Legendary Fish
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,천의무봉,天衣無縫,Flawless as Clothing of the Celestials
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,유정천변 ~ Wonderful Heaven,有頂天変　～ Wonderful Heaven,Catastrophe in Bhavaagra ~ Wonderful Heaven
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,유심지의 유정천,幼心地の有頂天,Bhavaagra As Seen Through a Child's Mind
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,모색창연,暮色蒼然,Darkening Dusk
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,동방비상천,東方緋想天,Eastern Heaven of Scarlet Perception
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,동방요연담,東方妖恋談,Eastern Mystical Tale of Romance
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,별의 그릇 ~ Casket of Star,星の器　～ Casket of Star,Vessel of Stars ~ Casket of Star
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,플라워링 나이트,フラワリングナイト,Flowering Night
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,부쿠레슈티의 인형사,ブクレシュティの人形師,The Doll Maker of Bucuresti
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,"히로아리, 괴조를 쏘다 ~ Till When?",広有射怪鳥事　～ Till When?,Hiroari Shoots a Strange Bird ~ Till When?
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,락드 걸 ~ 소녀밀실,ラクトガール　～ 少女密室,Locked Girl ~ The Girl's Sealed Room
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,"유아하게 피어라, 묵염의 벚꽃 ~ Border of Life",幽雅に咲かせ、墨染の桜　～ Border of Life,"Bloom Nobly, Ink-Black Cherry Blossom ~ Border of Life"
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,죽은 왕녀를 위한 셉텟,亡き王女の為のセプテット,Septette for a Dead Princess
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,밤이 내려온다,夜が降りてくる,Night Falls
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,쇄월,砕月,Broken Moon
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,광기의 눈동자 ~ Invisible Full Moon,狂気の瞳　～ Invisible Full Moon,Lunatic Eyes ~ Invisible Full Moon
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,풍신소녀,風神少女,Wind God Girl
Music,Scarlet Weather Rhapsody,音楽部門,東方緋想天,음악부문,동방비상천,피안귀항 ~ Riverside View,彼岸帰航　～ Riverside View,Higan Retour ~ Riverside View
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,지령들의 기상,地霊達の起床,Awakening of the Earth Spirits
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,어둠의 풍혈,暗闇の風穴,The Dark Blowhole
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,봉인당한 요괴 ~ Lost Place,封じられた妖怪　～ Lost Place,The Sealed-Away Youkai ~ Lost Place
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,건너는 발길이 끊어진 다리,渡る者の途絶えた橋,The Bridge People No Longer Cross
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,녹안의 젤러시,緑眼のジェラシー,Green-Eyed Jealousy
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,옛 지옥 길거리를 가다,旧地獄街道を行く,Walking the Streets of a Former Hell
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,꽃의 술잔 오오에야마,華のさかづき大江山,A Flower-Studded Sake Dish on Mt. Ooe
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,하트펠트 팬시,ハートフェルトファンシー,Heartfelt Fancy
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,소녀 사토리 ~ 3rd eye,少女さとり　～ 3rd eye,Satori Maiden ~ 3rd eye
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,폐옥 럴러바이,廃獄ララバイ,Lullaby of Deserted Hell
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,시체여행 ~ Be of good cheer!,死体旅行　～ Be of good cheer!,Corpse Voyage ~ Be of good cheer!
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,업화 맨틀,業火マントル,Hellfire Mantle
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,영지의 태양신앙 ~ Nuclear Fusion,霊知の太陽信仰　～ Nuclear Fusion,Solar Sect of Mystic Wisdom ~ Nuclear Fusion
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,라스트 리모트,ラストリモート,Last Remote
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,하르트만의 요괴소녀,ハルトマンの妖怪少女,Hartmann's Youkai Girl
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,지령들의 귀가,地霊達の帰宅,The Earth Spirits' Homecoming
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,에너지 여명 ~ Future Dream...,エネルギー黎明 ～ Future Dream...,Energy Daybreak ~ Future Dream...
Music,Subterranean Animism,音楽部門,東方地霊殿,음악부문,동방지령전,플레이어즈 스코어,プレイヤーズスコア,Player's Score
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,푸른 하늘의 그림자,青空の影,A Shadow in the Blue Sky
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,봄의 항구에서,春の湊に,At the Harbor of Spring
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,작디작은 현장,小さな小さな賢将,"A Tiny, Tiny, Clever Commander"
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,닫힌 구름의 통로,閉ざせし雲の通い路,The Sealed Cloud Route
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,만년 방치된 우산에 주의를,万年置き傘にご注意を,Beware the Umbrella Left There Forever
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,스카이 루인,スカイルーイン,Sky Ruin
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,구세대 아저씨와 하이칼라 소녀,時代親父とハイカラ少女,The Traditional Old Man and the Stylish Girl
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,유령객선의 시공을 뛰어넘는 여행,幽霊客船の時空を越えた旅,Interdimensional Voyage of a Ghostly Passenger Ship
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,캡틴 무라사,キャプテン・ムラサ,Captain Murasa
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,마계 지방도시 에소테리아,魔界地方都市エソテリア,Rural Makai City Esoteria
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,범무늬의 비사문천,虎柄の毘沙門天,The Tiger-Patterned Bishamonten
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,법계의 불,法界の火,Fires of Hokkai
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,감정의 마천루 ~ Cosmic Mind,感情の摩天楼　～ Cosmic Mind,Emotional Skyscraper ~ Cosmic Mind
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,밤하늘의 UFO 로맨스,夜空のユーフォーロマンス,UFO Romance in the Night Sky
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,헤이안의 에일리언,平安のエイリアン,Heian Alien
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,요괴사,妖怪寺,Youkai Temple
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,하늘의 돌아오는 길 ~ Sky Dream,空の帰り道　～ Sky Dream,Returning Home from the Sky ~ Sky Dream
Music,Undefined Fantastic Object,音楽部門,東方星蓮船,음악부문,동방성련선,플레이어즈 스코어,プレイヤーズスコア,Player's Score
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,그대는 그 그림자를 보았는가,君はあの影を見たか,Did You See That Shadow?
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,췌몽상,萃夢想,Forgathering Dream
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,전설의 거신,伝説の巨神,The Legendary Titan
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,우리들의 비상천칙,ぼくらの非想天則,Our Hisoutensoku
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,인형이 있는 풍경,人形のある風景,Scenery with Dolls
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,유구한 증기기관,悠久の蒸気機関,The Eternal Steam Engine
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,신앙은 덧없는 인간을 위해,信仰は儚き人間の為に,Faith Is for the Transient People
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,말괄량이 연랑,おてんば恋娘,Tomboyish Girl in Love
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,상해홍차관 ~ Chinese Tea,上海紅茶館　～ Chinese Tea,Shanghai Scarlet Teahouse ~ Chinese Tea
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,영지의 태양신앙 ~ Nuclear Fusion,霊知の太陽信仰　～ Nuclear Fusion,Solar Sect of Mystic Wisdom ~ Nuclear Fusion
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,"내일은 휴일, 어제는 평일",明日ハレの日、ケの昨日,"Tomorrow Will Be Special, Yesterday Was Not"
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,이색연화접 ~ Ancients,二色蓮花蝶　～ Ancients,Dichromatic Lotus Butterfly ~ Ancients
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,사랑색 매직,恋色マジック,Love-Colored Magic
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,the Grimoire of Alice,the Grimoire of Alice,the Grimoire of Alice
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,브와르 마법 도서관,ヴワル魔法図書館,"Voile, the Magic Library"
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,동방요연담,東方妖恋談,Eastern Mystical Tale of Romance
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,언노운 X ~ Unfound Adventure,アンノウンX　～ Unfound Adventure,Unknown X ~ Unfound Adventure
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,하늘에 떠오른 물체 X,空に浮かぶ物体X,"X, the Floating Object in the Sky"
Music,Touhou Hisoutensoku,音楽部門,東方非想天則,음악부문,동방비상천칙,거대한 그림자와 자그마한 결말,巨大な影と小さな結末,A Huge Shadow and a Tiny Conclusion
Music,Double Spoiler,音楽部門,ダブルスポイラー,음악부문,더블 스포일러,뉴스 하운드,ニュースハウンド,Newshound
Music,Double Spoiler,音楽部門,ダブルスポイラー,음악부문,더블 스포일러,당신네 마을의 괴사건,あなたの町の怪事件,The Mystery in Your Town
Music,Double Spoiler,音楽部門,ダブルスポイラー,음악부문,더블 스포일러,요괴 모던 콜로니,妖怪モダンコロニー,Youkai Modern Colony
Music,Double Spoiler,音楽部門,ダブルスポイラー,음악부문,더블 스포일러,네메시스의 요새,ネメシスの要塞,Nemesis' Stronghold
Music,Double Spoiler,音楽部門,ダブルスポイラー,음악부문,더블 스포일러,무간의 종 ~ Infinite Nightmare,無間の鐘　～ Infinite Nightmare,Bell of Avici ~ Infinite Nightmare
Music,Double Spoiler,音楽部門,ダブルスポイラー,음악부문,더블 스포일러,요괴의 산 ~ Mysterious Mountain,妖怪の山　～ Mysterious Mountain,Youkai Mountain ~ Mysterious Mountain
Music,Great Fairy Wars,音楽部門,妖精大戦争,음악부문,요정대전쟁,봄의 얼음요정,春の氷精,An Ice Fairy in Spring
Music,Great Fairy Wars,音楽部門,妖精大戦争,음악부문,요정대전쟁,귀여운 대전쟁의 리프레인,可愛い大戦争のリフレーン,The Refrain of the Lovely Great War
Music,Great Fairy Wars,音楽部門,妖精大戦争,음악부문,요정대전쟁,장난에 목숨을 걸고,いたずらに命をかけて,Staking Your Life on a Prank
Music,Great Fairy Wars,音楽部門,妖精大戦争,음악부문,요정대전쟁,언제나 정신없는 호기심,年中夢中の好奇心,Year-Round Absorbed Curiosity
Music,Great Fairy Wars,音楽部門,妖精大戦争,음악부문,요정대전쟁,한밤중의 페어리 댄스,真夜中のフェアリーダンス,A Midnight Fairy Dance
Music,Great Fairy Wars,音楽部門,妖精大戦争,음악부문,요정대전쟁,요정대전쟁 ~ Fairy Wars,妖精大戦争　～ Fairy Wars,Great Fairy Wars ~ Fairy Wars
Music,Great Fairy Wars,音楽部門,妖精大戦争,음악부문,요정대전쟁,루즈 레인,ルーズレイン,Loose Rain
Music,Great Fairy Wars,音楽部門,妖精大戦争,음악부문,요정대전쟁,메이거스 나이트,メイガスナイト,Magus Night
Music,Great Fairy Wars,音楽部門,妖精大戦争,음악부문,요정대전쟁,봄의 얼음요정 -조용함-,春の氷精　- 静 -,An Ice Fairy in Spring - Still -
Music,Great Fairy Wars,音楽部門,妖精大戦争,음악부문,요정대전쟁,플레이어즈 스코어,プレイヤーズスコア,Player's Score
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,욕심쟁이 영혼,欲深き霊魂,Spirit of Avarice
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,사령의 밤 벚꽃,死霊の夜桜,Night Sakura of Dead Spirits
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,고스트 리드,ゴーストリード,Ghost Lead
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,요괴사에 어서오세요,妖怪寺へようこそ,Welcome to Youkai Temple
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,문 앞의 요괴 소녀,門前の妖怪小娘,Youkai Girl at the Gate
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,멋진 묘지에서 살아 봅시다,素敵な墓場で暮しましょ,Let's Live in a Lovely Cemetery
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,리지드 파라다이스,リジッドパラダイス,Rigid Paradise
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,디자이어 드라이브,デザイアドライブ,Desire Drive
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,오랜 위안셴,古きユアンシェン,Old Yuanxian
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,몽전대사묘,夢殿大祀廟,The Hall of Dreams' Great Mausoleum
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,오오미와 신화전,大神神話伝,Omiwa Legend
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,작은 욕망의 별하늘,小さな欲望の星空,Starry Sky of Small Desires
Music,Ten Desires,音楽部門,東方神霊廟,음악부문,동방신령묘,쇼토쿠전설 ~ True Administrator,聖徳伝説　～ True Administrator,Shoutoku Legend ~ True Administrator
