id,game_id,title_ko,title_jp,title_en,type,series,track_number
th175_19,th175,꽃의 술잔 오오에야마,華のさかづき大江山,A Flower-Studded Saké Dish on Mt. Ooe,game_track,Spinoff,19
th175_20,th175,영지의 태양신앙 ~ Nuclear Fusion,霊知の太陽信仰　～ Nuclear Fusion,Solar Sect of Mystic Wisdom ~ Nuclear Fusion,game_track,Spinoff,20
th175_21,th175,세라픽 치킨,セラフィックチキン,Seraphic Chicken,game_track,Spinoff,21
th175_22,th175,U.N.오웬은 그녀인가?,U.N.オーエンは彼女なのか？,U.N. Owen was Her?,game_track,Spinoff,22
th175_23,th175,탐욕스러운 짐승의 메멘토,強欲な獣のメメント,Memento of the Avaricious Beast,game_track,Spinoff,23
th175_24,th175,모든 유기체들의 메멘토 ~ Memory of Fossil Energy.,有機体全てのメメント　～ Memory of Fossil Energy.,Memento of All Organisms ~ Memory of Fossil Energy.,game_track,Spinoff,24
th18_01,th18,무지개가 걸린 환상향,虹の架かる幻想郷,A Rainbow Spanning Gensokyo,game_track,Windows,01
th18_02,th18,요괴들의 소나기,妖異達の通り雨,A Shower of Strange Occurrences,game_track,Windows,02
th18_03,th18,대길 키튼,大吉キトゥン,Kitten of Great Fortune,game_track,Windows,03
th18_04,th18,심록에 숨겨진 단애절벽,深緑に隠された断崖,The Cliff Hidden in Deep Green,game_track,Windows,04
th18_05,th18,밴디트리 테크놀로지,バンデットリィテクノロジー,Banditry Technology,game_track,Windows,05
th18_06,th18,망아지풀이 피는 퍼페추얼 스노우,駒草咲くパーペチュアルスノー,The Perpetual Snow of Komakusa Blossoms,game_track,Windows,06
th18_07,th18,스모킹 드래곤,スモーキングドラゴン,Smoking Dragon,game_track,Windows,07
th18_08,th18,스러져가는 산업유구,廃れゆく産業遺構,The Obsolescent Industrial Ruins,game_track,Windows,08
th18_09,th18,신대 광석,神代鉱石,Ore from the Age of the Gods,game_track,Windows,09
th18_10,th18,애타게 기다리던 황혼녘,待ちわびた逢魔が時,The Long-Awaited Oumagatoki,game_track,Windows,10
th18_11,th18,별이 지는 천마의 산,星降る天魔の山,Starry Mountain of Tenma,game_track,Windows,11
th18_12,th18,루나 레인보우,ルナレインボー,Lunar Rainbow,game_track,Windows,12
th18_13,th18,그 활기찬 시장은 지금 어디에 ~ Immemorial Marketeers,あの賑やかな市場は今どこに　～ Immemorial Marketeers,Where Is That Bustling Marketplace Now ~ Immemorial Marketeers,game_track,Windows,13
th18_14,th18,환상의 지하 거대 선로망,幻想の地下大線路網,The Great Fantastic Underground Railway Network,game_track,Windows,14
th18_15,th18,용왕을 죽이는 프린세스,龍王殺しのプリンセス,The Princess Who Slays Dragon Kings,game_track,Windows,15
th18_16,th18,폭풍 후의 일요일,嵐の後の日曜日,The Sunday after the Storm,game_track,Windows,16
th18_17,th18,무지갯빛 세계,虹色の世界,A Rainbow-Colored World,game_track,Windows,17
th18_18,th18,플레이어즈 스코어,プレイヤーズスコア,Player's Score,game_track,Windows,18
th185_01,th185,수집가의 우울한 오후,コレクターの憂鬱な午後,The Collector's Melancholy Afternoon,game_track,Spinoff,01
th185_02,th185,두근거리는 익숙한 환상향,ワクワクする見慣れた幻想郷,An Exciting and Familiar Gensokyo,game_track,Spinoff,02
th185_03,th185,요괴 훅 온,妖怪フックオン,Youkai Hook On,game_track,Spinoff,03
th185_04,th185,암시장은 장소를 가리지 않는다,闇市場は場所を選ばない,"Black Markets Can Happen Anywhere, Anytime",game_track,Spinoff,04
th185_05,th185,"탄막을 들어라, 불릿필리아들아",弾幕を持て、バレットフィリア達よ,"Take Thy Danmaku In Hand, O Bulletphiles",game_track,Spinoff,05
th185_06,th185,100번째 블랙 마켓,１００回目のブラックマーケット,The 100th Black Market,game_track,Spinoff,06
th185_07,th185,루나틱 드리머,ルナティックドリーマー,Lunatic Dreamer,game_track,Spinoff,07
th185_08,th185,루나 레인보우,ルナレインボー,Lunar Rainbow,game_track,Spinoff,08
th185_09,th185,그 활기찬 시장은 지금 어디에 ~ Immemorial Marketeers,あの賑やかな市場は今どこに　～ Immemorial Marketeers,Where Is That Bustling Marketplace Now ~ Immemorial Marketeers,game_track,Spinoff,09
th185_10,th185,무지갯빛 세계,虹色の世界,A Rainbow-Colored World,game_track,Spinoff,10
th19_01,th19,짐승의 지성,獣の知性,A Beast's Intelligence,game_track,Windows,01
th19_02,th19,세계는 귀엽게 만들어져 있다,世界は可愛く出来ている,The World Is Made in an Adorable Way,game_track,Windows,02
th19_03,th19,마수 스크램블,魔獣スクランブル,Magical Beast Scramble,game_track,Windows,03
th19_04,th19,오니는 유구의 산에,鬼は悠久の山に,The Oni on the Perpetual Mountain,game_track,Windows,04
th19_05,th19,타이니 샹그릴라,タイニーシャングリラ,Tiny Shangri-La,game_track,Windows,05
th19_06,th19,용감하고 한가로운 요수,勇敢で有閑な妖獣,A Brave and Leisurely Beast,game_track,Windows,06
th19_07,th19,흡혈괴수 추파카브라,吸血怪獣チュパカブラ,Vampiric Cryptid Chupacabra,game_track,Windows,07
th19_08,th19,뒤돌아보지 않는 황천길,振り向かない黄泉の道,The Path to Yomi Where None Turn Back,game_track,Windows,08
th19_09,th19,일탈자들의 무애광 ~ Kingdom of Nothingness.,逸脱者達の無礙光　〜 Kingdom of Nothingness.,The Deviants' Unobstructed Light ~ Kingdom of Nothingness,game_track,Windows,09
th19_10,th19,소녀가 본 일본의 원풍경,少女が見た日本の原風景,The Primal Scene of Japan the Girl Saw,game_track,Windows,10
th19_11,th19,요요발호 ~ Who done it!,妖々跋扈　～ Who done it!,Spiritual Domination ~ Who done it!,game_track,Windows,11
th19_12,th19,한 쌍의 신수,一対の神獣,A Pair of Divine Beasts,game_track,Windows,12
th19_13,th19,봄의 항구에서,春の湊に,At the Harbor of Spring,game_track,Windows,13
th19_14,th19,"잊기 어려운, 인연의 푸르름",忘れがたき、よすがの緑,"Unforgettable, the Nostalgic Greenery",game_track,Windows,14
th19_15,th19,시체여행 ~ Be of good cheer!,死体旅行　～ Be of good cheer!,Corpse Voyage ~ Be of good cheer!,game_track,Windows,15
th19_16,th19,애타게 기다리던 황혼녘,待ちわびた逢魔が時,The Long-Awaited Oumagatoki,game_track,Windows,16
th19_17,th19,사도의 후타츠이와,佐渡の二ッ岩,Futatsuiwa from Sado,game_track,Windows,17
th19_18,th19,토터스 드래곤 ~ 행운과 불행,トータスドラゴン　～ 幸運と不運,Tortoise Dragon ~ Fortune and Misfortune,game_track,Windows,18
th19_19,th19,쇼토쿠 태자의 페가수스 ~ Dark Pegasus,聖徳太子のペガサス　～ Dark Pegasus,Prince Shoutoku's Pegasus ~ Dark Pegasus,game_track,Windows,19
th19_20,th19,탐욕스러운 짐승의 메멘토,強欲な獣のメメント,Memento of the Avaricious Beast,game_track,Windows,20
th19_21,th19,수왕들의 휴식,獣王達の休息,The Beast Kings' Rest,game_track,Windows,21
th19_22,th19,짐승에게 지성은 있는가,獣に知性はあるか,Do Beasts Have Intelligence?,game_track,Windows,22
th20_01,th20,비단 위의 무녀,錦の上の巫女,Shrine Maiden Crowned with Glory,game_track,Windows,01
th20_02,th20,사랑스러운 티끌의 거처,愛おしき塵の住処,Beloved Dust Dwelling,game_track,Windows,02
th20_03,th20,설령 세계로부터 잊혀져도,例え世界から忘れられても,Even if Forgotten by the World,game_track,Windows,03
th20_04,th20,세이크리드 포레스트,セイクリッドフォレスト,Sacred Forest,game_track,Windows,04
th20_05,th20,숲에는 요괴가 있어요,森にはお化けがいるよ,There is a Monster in the Woods,game_track,Windows,05
th20_06,th20,프레스터 존의 황금경,プレステ・ジョアンの黄金境,Golden Land of Prester John,game_track,Windows,06
th20_07,th20,이왕이면 목숨을 걸고 수수께끼를 풀어라,どうせなら命を賭けて謎を解け,Might as Well Stake Your Life to Solve the Riddle,game_track,Windows,07
thmj_01,thmj,큐리어스 샹하이 고패,キュアリアス上海古牌,Curious Old Shanghai Tile,game_track,Windows,01
tmgc_01,tmgc,Witch of Love Potion,Witch of Love Potion,Witch of Love Potion,other_game_track,Other,01
tmgc_02,tmgc,Magical and Hopeless,Magical and Hopeless,Magical and Hopeless,other_game_track,Other,02
tmgc_03,tmgc,Sacred Battle,Sacred Battle,Sacred Battle,other_game_track,Other,03
touki_01,touki,AN ORDEAL FROM GOD,AN ORDEAL FROM GOD,AN ORDEAL FROM GOD,other_game_track,Other,01
zsw_01,zsw,땅거미의 마술사,宵闇の魔術師,Magician of the Twilight,zsw_track,ZUN Collection,01
zsw_02,zsw,Magic of Life,Magic of Life,Magic of Life,zsw_track,ZUN Collection,02
zsw_03,zsw,Plastic Space,Plastic Space,Plastic Space,zsw_track,ZUN Collection,03
zsw_04,zsw,Inventive City,Inventive City,Inventive City,zsw_track,ZUN Collection,04
zsw_05,zsw,몽환회랑,夢幻回廊,Fantasy Corridor,zsw_track,ZUN Collection,05
zsw_06,zsw,봉래 환상 ~ far East,蓬莱幻想　～ far East,Hourai Illusion ~ far East,zsw_track,ZUN Collection,06
zsw_07,zsw,밤의 하토야마를 날다,夜の鳩山を飛ぶ,Fly Above Hatoyama at Night,zsw_track,ZUN Collection,07
