id,game_id,title_ko,title_jp,title_en,type,series,track_number
th135_04,th135,구세대 아저씨와 신세대 소녀,時代親父とハイカラ少女,The Traditional Old Man and the Stylish Girl,game_track,Spinoff,04
th135_05,th135,감정의 마천루 ~ Cosmic Mind,感情の摩天楼　～ Cosmic Mind,Emotional Skyscraper ~ Cosmic Mind,game_track,Spinoff,05
th135_06,th135,오오미와 신화전,大神神話伝,Omiwa Legend,game_track,Spinoff,06
th135_07,th135,쇼토쿠전설 ~ True Administrator,聖徳伝説　～　True Administrator,Shoutoku Legend ~ True Administrator,game_track,Spinoff,07
th135_08,th135,아쿠타가와 류노스케의 캇파 ~ Candid Friend,芥川龍之介の河童　～ Candid Friend,"Akutagawa Ryuunosuke's ""Kappa"" ~ Candid Friend",game_track,Spinoff,08
th135_09,th135,하르트만의 요괴소녀,ハルトマンの妖怪少女,Hartmann's Youkai Girl,game_track,Spinoff,09
th135_10,th135,사도의 후타츠이와,佐渡の二ッ岩,Futatsuiwa from Sado,game_track,Spinoff,10
th135_11,th135,환상향의 후타츠이와,幻想郷の二ッ岩,Futatsuiwa from Gensokyo,game_track,Spinoff,11
th135_12,th135,망실의 이모션,亡失のエモーション,The Lost Emotion,game_track,Spinoff,12
th135_13,th135,속세불변의 페시미즘,塵界不変のペシミズム,This Dull World's Unchanging Pessimism,game_track,Spinoff,13
th135_14,th135,심기루 하야시,心綺楼囃子,Shinkirou Orchestra,game_track,Spinoff,14
th135_15,th135,새벽구름,暁雲,Morning Clouds,game_track,Spinoff,15
th135_16,th135,관판황혼신문,官板黄昏新聞,Officially-Sanctioned Twilight Newspaper,game_track,Spinoff,16
th135_17,th135,오늘의 1면 기사,本日の一面記事,Today's Front-Page Headline,game_track,Spinoff,17
th135_18,th135,심기루제 하야시,心綺楼祭囃子,Shinkirou Festival Orchestra,game_track,Spinoff,18
th135_19,th135,인기 있는 장소,人気のある場所,A Popular Location,game_track,Spinoff,19
th135_20,th135,인기 없는 장소,人気のない場所,An Unpopular Location,game_track,Spinoff,20
th135_21,th135,사용되지 않은 장소,使われなかった場所,An Unused Location,game_track,Spinoff,21
th135_22,th135,축시 3각의 마을,丑三つ時の里,The Village in the Dead of Night,game_track,Spinoff,22
th135_23,th135,연자선택,演者選択,Performer Selection,game_track,Spinoff,23
th135_24,th135,인기폭발 / 하쿠레이 레이무,人気爆発／博麗霊夢,Popularity Boom / Reimu Hakurei,game_track,Spinoff,24
th135_25,th135,인기폭발 / 키리사메 마리사,人気爆発／霧雨魔理沙,Popularity Boom / Marisa Kirisame,game_track,Spinoff,25
th135_26,th135,인기폭발 / 쿠모이 이치린 & 운잔,人気爆発／雲居一輪＆雲山,Popularity Boom / Ichirin Kumoi & Unzan,game_track,Spinoff,26
th135_27,th135,인기폭발 / 히지리 뱌쿠렌,人気爆発／聖白蓮,Popularity Boom / Byakuren Hijiri,game_track,Spinoff,27
th135_28,th135,인기폭발 / 모노노베노 후토,人気爆発／物部布都,Popularity Boom / Mononobe no Futo,game_track,Spinoff,28
th135_29,th135,인기폭발 / 토요사토미미노 미코,人気爆発／豊聡耳神子,Popularity Boom / Toyosatomimi no Miko,game_track,Spinoff,29
th135_30,th135,인기폭발 / 카와시로 니토리,人気爆発／河城にとり,Popularity Boom / Nitori Kawashiro,game_track,Spinoff,30
th135_31,th135,인기폭발 / 코메이지 코이시,人気爆発／古明地こいし,Popularity Boom / Koishi Komeiji,game_track,Spinoff,31
th135_32,th135,인기폭발 / 후타츠이와 마미조,人気爆発／二ッ岩マミゾウ,Popularity Boom / Mamizou Futatsuiwa,game_track,Spinoff,32
th135_33,th135,인기폭발 / 하타노 코코로,人気爆発／秦こころ,Popularity Boom / Hata no Kokoro,game_track,Spinoff,33
th135_34,th135,라스트 워드 발동,ラストワード発動,Last Word Unleashed,game_track,Spinoff,34
th14_01,th14,이상한 불제봉,不思議なお祓い棒,Mysterious Purification Rod,game_track,Windows,01
th14_02,th14,미스트 레이크,ミストレイク,Mist Lake,game_track,Windows,02
th14_03,th14,비경의 머메이드,秘境のマーメイド,Mermaid from the Uncharted Land,game_track,Windows,03
th14_04,th14,운하를 다니는 인요,運河を行き交う人妖,Humans and Youkai Traversing the Canal,game_track,Windows,04
th14_05,th14,버드나무 아래의 듀라한,柳の下のデュラハン,Dullahan Under the Willows,game_track,Windows,05
th14_06,th14,만월의 죽림,満月の竹林,Bamboo Forest of the Full Moon,game_track,Windows,06
th14_07,th14,고독한 웨어울프,孤独なウェアウルフ,Lonesome Werewolf,game_track,Windows,07
th14_08,th14,매지컬 스톰,マジカルストーム,Magical Storm,game_track,Windows,08
th14_09,th14,환상 정유리,幻想浄瑠璃,Illusionary Joururi,game_track,Windows,09
th14_10,th14,공중에 가라앉은 휘침성,空中に沈む輝針城,The Shining Needle Castle Sinking in the Air,game_track,Windows,10
th14_11,th14,리버스 이데올로기,リバースイデオロギー,Reverse Ideology,game_track,Windows,11
th14_12,th14,침소봉대의 천수각,針小棒大の天守閣,The Exaggerated Castle Keep,game_track,Windows,12
th14_13,th14,빛나는 바늘을 지닌 소인족 ~ Little Princess,輝く針の小人族　〜 Little Princess,Inchlings of the Shining Needle ~ Little Princess,game_track,Windows,13
th14_14,th14,마력의 뇌운,魔力の雷雲,Thunderclouds of Magical Power,game_track,Windows,14
th14_15,th14,원시의 비트 ~ Pristine Beat,始原のビート　〜 Pristine Beat,Primordial Beat ~ Pristine Beat,game_track,Windows,15
th14_16,th14,요술망치의 마력,小槌の魔力,Magical Power of the Mallet,game_track,Windows,16
th14_17,th14,이상하고 이상한 도구들,不思議な不思議な道具達,"Mysterious, Mysterious Tools",game_track,Windows,17
th14_18,th14,플레이어즈 스코어,プレイヤーズスコア,Player's Score,game_track,Windows,18
th143_01,th143,반칙의 신호를 올려라,反則の狼煙を上げろ,Raise the Signal Fire of Cheating,game_track,Spinoff,01
th143_02,th143,불가능한 탄막에는 반칙을,不可能弾幕には反則を,Cheat Against the Impossible Danmaku,game_track,Spinoff,02
th143_03,th143,미드나이트 스펠카드,ミッドナイトスペルカード,Midnight Spell Card,game_track,Spinoff,03
th143_04,th143,로맨틱 도망 비행,ロマンチック逃旅行,Romantic Escape Flight,game_track,Spinoff,04
th143_05,th143,영원한 삼일천하,永遠の三日天下,Eternal Transient Reign,game_track,Spinoff,05
th143_06,th143,비경의 머메이드,秘境のマーメイド,Mermaid from the Uncharted Land,game_track,Spinoff,06
th143_07,th143,리버스 이데올로기,リバースイデオロギー,Reverse Ideology,game_track,Spinoff,07
th143_08,th143,환상 정유리,幻想浄瑠璃,Illusionary Joururi,game_track,Spinoff,08
th143_09,th143,요괴의 산 ~ Mysterious Mountain,妖怪の山　～ Mysterious Mountain,Youkai Mountain ~ Mysterious Mountain,game_track,Spinoff,09
th145_01,th145,마음을 들썩이는 도시전설,心揺さぶる都市伝説,Heart-Stirring Urban Legends,game_track,Spinoff,01
th145_02,th145,환상향 불가사의 발견,幻想郷ふしぎ発見,Gensokyo Mystery Discovery,game_track,Spinoff,02
th145_03,th145,공이 있는 일상,ボールのある日常,An Everyday Life with Balls,game_track,Spinoff,03
th145_04,th145,오컬트 아 라 카르트,オカルトアラカルト,Occult à la Carte,game_track,Spinoff,04
th145_05,th145,나타난 전승의 형태,顕現した伝承の形,Forms of Manifested Folklore,game_track,Spinoff,05
th145_06,th145,일곱 구슬 수집 쇼다운,七玉蒐集ショウダウン,Seven-Orb Collection Showdown,game_track,Spinoff,06
th145_07,th145,시대의 풍조의 방문,時代の風の訪れ,Arrival of the Winds of the Era,game_track,Spinoff,07
th145_08,th145,공정한 쟁탈전,公正なる奪い合い,Fair Scramble,game_track,Spinoff,08
th145_09,th145,가치를 모르겠어,価値がわからない,The Value Is Unrealized,game_track,Spinoff,09
th145_10,th145,대척점의 종,対蹠地の鐘,Bell of the Antipodes,game_track,Spinoff,10
th145_11,th145,가능성을 믿고서,可能性を信じて,Believe in Possibilities,game_track,Spinoff,11
th145_12,th145,죽림 인 플레임,竹林インフレイム,Bamboo Forest in Flames,game_track,Spinoff,12
th145_13,th145,진실을 아는 자,真実を知る者,Those Who Know the Truth,game_track,Spinoff,13
th145_14,th145,꽃 틈새의 배틀필드,華狭間のバトルフィールド,Battlefield of the Flower Threshold,game_track,Spinoff,14
th145_15,th145,바깥 세계 포크로어,外界フォークロア,Outside World Folklore,game_track,Spinoff,15
th145_16,th145,라스트 오컬티즘 ~ 현세의 비술사,ラストオカルティズム　～　現し世の秘術師,Last Occultism ~ Esotericist of the Present World,game_track,Spinoff,16
th145_17,th145,각자의 결말,各々の結末,Each Ending,game_track,Spinoff,17
th145_18,th145,밝혀지는 심비,明かされる深秘,The Arcane Is Revealed,game_track,Spinoff,18
th145_19,th145,이색연화접 ~ Red and White,二色蓮花蝶 ～ Red And White,Dichromatic Lotus Butterfly ~ Red and White,game_track,Spinoff,19
th145_20,th145,사랑색 마스터 스파크,恋色マスタースパーク,Love-Colored Master Spark,game_track,Spinoff,20
th145_21,th145,구세대 아저씨와 신세대 소녀,時代親父とハイカラ少女,The Traditional Old Man and the Stylish Girl,game_track,Spinoff,21
th145_22,th145,감정의 마천루 ~ Cosmic Mind,感情の摩天楼　～ Cosmic Mind,Emotional Skyscraper ~ Cosmic Mind,game_track,Spinoff,22
th145_23,th145,오오미와 신화전,大神神話伝,Omiwa Legend,game_track,Spinoff,23
th145_24,th145,쇼토쿠전설 ~ True Administrator,聖徳伝説　～　True Administrator,Shoutoku Legend ~ True Administrator,game_track,Spinoff,24
th145_25,th145,아쿠타가와 류노스케의 캇파 ~ Candid Friend,芥川龍之介の河童　～ Candid Friend,"Akutagawa Ryuunosuke's ""Kappa"" ~ Candid Friend",game_track,Spinoff,25
th145_26,th145,하르트만의 요괴소녀,ハルトマンの妖怪少女,Hartmann's Youkai Girl,game_track,Spinoff,26
th145_27,th145,환상향의 후타츠이와,幻想郷の二ッ岩,Futatsuiwa from Gensokyo,game_track,Spinoff,27
th145_28,th145,망실의 이모션,亡失のエモーション,The Lost Emotion,game_track,Spinoff,28
th145_29,th145,"달까지 닿아라, 불사의 연기",月まで届け、不死の煙,"Reach for the Moon, Immortal Smoke",game_track,Spinoff,29
th145_30,th145,빛나는 바늘을 지닌 소인족 ~ Little Princess,輝く針の小人族　〜 Little Princess,Inchlings of the Shining Needle ~ Little Princess,game_track,Spinoff,30
th145_ps4_01,th145,광기의 눈동자 ~ Invisible Full Moon,狂気の瞳　～ Invisible Full Moon,Lunatic Eyes ~ Invisible Full Moon,game_track,Spinoff,01
th145_ps4_02,th145,네오 죽림 인 플레임,ネオ竹林インフレイム,Neo Bamboo Forest in Flames,game_track,Spinoff,02
th145_ps4_03,th145,억만겁의 종,億万劫の鐘,Bell of Aeons,game_track,Spinoff,03
th145_ps4_04,th145,오컬트 어트랙트,オカルトアトラクト,Occult Attract,game_track,Spinoff,04
th145_ps4_05,th145,경계 포크로어,境界フォークロア,Boundary Folklore,game_track,Spinoff,05
th145_ps4_06,th145,언노운X ～ Occultly Madness,アンノウンX ～ Occultly Madness,Unknown X ~ Occultly Madness,game_track,Spinoff,06
th145_ps4_07,th145,상모의 광기 ～ Horrible Night,狂相貌の狂い ～ Horrible Night,Madness of Visages ~ Horrible Night,game_track,Spinoff,07
th15_01,th15,우주 무녀 나타나다,宇宙巫女現る,The Space Shrine Maiden Appears,game_track,Windows,01
th15_02,th15,"잊기 어려운, 인연의 푸르름",忘れがたき、よすがの緑,"Unforgettable, the Nostalgic Greenery",game_track,Windows,02
th15_03,th15,토끼는 내려앉았다,兎は舞い降りた,The Rabbit Has Landed,game_track,Windows,03
th15_04,th15,호수는 청명한 달빛을 비추며,湖は浄めの月光を映して,The Lake Reflects the Cleansed Moonlight,game_track,Windows,04
th15_05,th15,9월의 펌킨,九月のパンプキン,September Pumpkin,game_track,Windows,05
th15_06,th15,우주를 나는 신기한 무녀,宇宙を飛ぶ不思議な巫女,The Mysterious Shrine Maiden Flying Through Space,game_track,Windows,06
th15_07,th15,영원한 춘몽,永遠の春夢,Eternal Spring Dream,game_track,Windows,07
th15_08,th15,얼어붙은 영원의 도시,凍り付いた永遠の都,The Frozen Eternal Capital,game_track,Windows,08
th15_09,th15,역전하는 휠 오브 포춘,逆転するホイールオブフォーチュン,Reversed Wheel of Fortune,game_track,Windows,09
th15_10,th15,아득한 38만킬로의 보야주,遥か38万キロのボヤージュ,"Faraway Voyage of 380,000 Kilometers",game_track,Windows,10
th15_11,th15,성조기의 피에로,星条旗のピエロ,Pierrot of the Star-Spangled Banner,game_track,Windows,11
th15_12,th15,고향별이 비치는 바다,故郷の星が映る海,The Sea that Reflects One's Home Planet,game_track,Windows,12
th15_13,th15,퓨어 퓨리스 ~ 마음이 있는 곳,ピュアヒューリーズ　～ 心の在処,Pure Furies ~ Whereabouts of the Heart,game_track,Windows,13
th15_14,th15,본 적 없는 악몽의 세계,見た事も無い悪夢の世界,A World of Nightmares Never Seen Before,game_track,Windows,14
th15_15,th15,판데모닉 플래닛,パンデモニックプラネット,Pandemonic Planet,game_track,Windows,15
th15_16,th15,신사에서 보이는 달,神社から見える月,The Moon as Seen from the Shrine,game_track,Windows,16
th15_17,th15,우주 무녀 귀환하다,宇宙巫女帰還する,The Space Shrine Maiden Returns Home,game_track,Windows,17
th15_18,th15,플레이어즈 스코어,プレイヤーズスコア,Player's Score,game_track,Windows,18
th155_01,th155,이색연화접 ~ Red and White,二色蓮花蝶 ～ Red And White,Dichromatic Lotus Butterfly ~ Red and White,game_track,Spinoff,01
th155_02,th155,사랑색 마스터 스파크,恋色マスタースパーク,Love-Colored Master Spark,game_track,Spinoff,02
th155_03,th155,구세대 아저씨와 신세대 소녀,時代親父とハイカラ少女,The Traditional Old Man and the Stylish Girl,game_track,Spinoff,03
th155_04,th155,감정의 마천루 ~ Cosmic Mind,感情の摩天楼　～ Cosmic Mind,Emotional Skyscraper ~ Cosmic Mind,game_track,Spinoff,04
th155_05,th155,오오미와 신화전,大神神話伝,Omiwa Legend,game_track,Spinoff,05
th155_06,th155,쇼토쿠전설 ~ True Administrator,聖徳伝説　～　True Administrator,Shoutoku Legend ~ True Administrator,game_track,Spinoff,06
th155_07,th155,아쿠타가와 류노스케의 캇파 ~ Candid Friend,芥川龍之介の河童　～ Candid Friend,"Akutagawa Ryuunosuke's ""Kappa"" ~ Candid Friend",game_track,Spinoff,07
th155_08,th155,하르트만의 요괴소녀,ハルトマンの妖怪少女,Hartmann's Youkai Girl,game_track,Spinoff,08
th155_09,th155,환상향의 후타츠이와,幻想郷の二ッ岩,Futatsuiwa from Gensokyo,game_track,Spinoff,09
th155_10,th155,망실의 이모션,亡失のエモーション,The Lost Emotion,game_track,Spinoff,10
th155_11,th155,"달까지 닿아라, 불사의 연기",月まで届け、不死の煙,"Reach for the Moon, Immortal Smoke",game_track,Spinoff,11
th155_12,th155,빛나는 바늘을 지닌 소인족 ~ Little Princess,輝く針の小人族　〜 Little Princess,Inchlings of the Shining Needle ~ Little Princess,game_track,Spinoff,12
th155_13,th155,꽃 틈새의 배틀필드,華狭間のバトルフィールド,Battlefield of the Flower Threshold,game_track,Spinoff,13
th155_14,th155,라스트 오컬티즘 ~ 현세의 비술사,ラストオカルティズム　～　現し世の秘術師,Last Occultism ~ Esotericist of the Present World,game_track,Spinoff,14
th155_15,th155,광기의 눈동자 ~ Invisible Full Moon,狂気の瞳　～ Invisible Full Moon,Lunatic Eyes ~ Invisible Full Moon,game_track,Spinoff,15
th155_16,th155,영원한 춘몽,永遠の春夢,Eternal Spring Dream,game_track,Spinoff,16
th155_17,th155,유정천변 ~ Wonderful Heaven,有頂天変　～ Wonderful Heaven,Catastrophe in Bhavaagra ~ Wonderful Heaven,game_track,Spinoff,17
th155_18,th155,밤이 내려온다 ~ Evening Star,夜が降りてくる ～ Evening Star,Night Falls ~ Evening Star,game_track,Spinoff,18
th155_19,th155,땅의 색깔은 노랑색 ~ Primrose,地の色は黄色 ～ Primrose,The Ground's Color is Yellow ~ Primrose,game_track,Spinoff,19
th155_20,th155,머시룸 왈츠,マッシュルーム・ワルツ,Mushroom Waltz,game_track,Spinoff,20
th155_21,th155,성련선 하늘에 가다,聖輦船空を往く,The Palanquin Ship Flies in the Sky,game_track,Spinoff,21
th155_22,th155,법력 아래의 평등,法力の下の平等,Equality Under the Law of Dharma,game_track,Spinoff,22
th155_23,th155,항상불변의 참묘사,恒常不変の参廟祀,Constant and Unchanging Temple of Worship,game_track,Spinoff,23
th155_24,th155,빛나는 천구의,光輝く天球儀,Shining Armillary Sphere,game_track,Spinoff,24
th155_25,th155,계곡 캇파의 기술력,沢の河童の技術力,The Ravine Kappa's Technological Prowess,game_track,Spinoff,25
th155_26,th155,지저에 피는 장미,地底に咲く薔薇,A Rose Blooming in the Underworld,game_track,Spinoff,26
th155_27,th155,심록의 너구리 숲에서,深緑の狸森にて,In the Deep-Green Tanuki Forest,game_track,Spinoff,27
th155_28,th155,심기루 연무,心綺楼演舞,Shinkirou Theatrical,game_track,Spinoff,28
th155_29,th155,불멸의 레드 소울,不滅のレッドソウル,Immortal Red Soul,game_track,Spinoff,29
th155_30,th155,지는 해에 비치는 뒤집힌 성,落日に映える逆さ城,The Inverted Castle Lit by the Setting Sun,game_track,Spinoff,30
th155_31,th155,천 개의 시련을 넘어,千の試練を超えて,Overcome a Thousand Trials,game_track,Spinoff,31
th155_32,th155,꿈의 세계 포크로어,夢世界フォークロア,Dream World Folklore,game_track,Spinoff,32
th155_33,th155,영원히 이어지는 회랑,永遠に続く回廊,Corridor Stretching to Eternity,game_track,Spinoff,33
th155_34,th155,슬립 십 퍼레이드,スリープシープ・パレード,Sleep Sheep Parade,game_track,Spinoff,34
th155_35,th155,다가오는 유정천,至る有頂天,Bhavaagra as Far as the Eye Can See,game_track,Spinoff,35
th155_36,th155,요리마시는 꿈과 현실 사이에 ~ Necro-Fantasia,憑坐は夢と現の間に ～ Necro-Fantasia,Yorimashi Between Dreams and Reality ~ Necro-Fantasia,game_track,Spinoff,36
th155_37,th155,오늘밤은 표일한 에고이스트 (Live ver) ～ Egoistic Flowers.,今宵は飄逸なエゴイスト(Live ver) ～ Egoistic Flowers.,Tonight Stars an Easygoing Egoist (Live ver.) ~ Egoistic Flowers.,game_track,Spinoff,37
th155_38,th155,오컬트 어트랙트,オカルトアトラクト,Occult Attract,game_track,Spinoff,38
th155_39,th155,네오 죽림 인 플레임,ネオ竹林インフレイム,Neo Bamboo Forest in Flames,game_track,Spinoff,39
th155_40,th155,억만겁의 종,億万劫の鐘,Bell of Aeons,game_track,Spinoff,40
th155_41,th155,언노운X ～ Occultly Madness,アンノウンX ～ Occultly Madness,Unknown X ~ Occultly Madness,game_track,Spinoff,41
th155_42,th155,빙의투합,憑依投合,Being Things Eye To Eye,game_track,Spinoff,42
th155_43,th155,연대책인,連帯責人,The One Jointly Responsible,game_track,Spinoff,43
th155_44,th155,합록기록,合縁奇縁,An Odd Couple,game_track,Spinoff,44
th155_45,th155,이심동체,異心同体,Two Minds of One Body,game_track,Spinoff,45
th155_46,th155,장언대어,壮言大語,Grandiloquence,game_track,Spinoff,46
th155_47,th155,지략종횡,知略縦横,Scheming Outside the Box,game_track,Spinoff,47
th155_48,th155,의기양양,意気揚々,In High Spirits,game_track,Spinoff,48
th155_49,th155,개연간근,開演間近,The Curtain Shall Rise Soon,game_track,Spinoff,49
th155_50,th155,천의무봉 ~ Yellow Lily,天衣無縫 ～ Yellow Lily,Flawless as Clothing of the Celestials ~ Yellow Lily,game_track,Spinoff,50
th155_51,th155,이변의 씨앗,異変の種子,Seeds of the Incident,game_track,Spinoff,51
th155_52,th155,싹트는 의혹,疑惑の芽生え,Sprouts of Suspicion,game_track,Spinoff,52
th155_53,th155,진상으로 이어지는 지엽,真相へ繋がる枝葉,Branches Reaching to the Truth,game_track,Spinoff,53
th155_54,th155,흩날리는 빙의화 꽃보라,舞い散る憑依華吹雪,Blizzard of Scattering Possession Flowers,game_track,Spinoff,54
th155_55,th155,행운유수,行雲流水,Floating with the Tide,game_track,Spinoff,55
th155_56,th155,아직 피지 않은 빙의화,未だ蕾む憑依華,Possession Flowers Yet to Bud,game_track,Spinoff,56
th155_57,th155,피어나는 빙의화,咲き誇る憑依華,Possession Flowers in Full Bloom,game_track,Spinoff,57
th155_58,th155,유구한 증기기관,悠久の蒸気機関,The Eternal Steam Engine,game_track,Spinoff,58
th16_01,th16,벚꽃 흩날리는 천공,桜舞い散る天空,The Sky Where Cherry Blossoms Flutter Down,game_track,Windows,01
th16_02,th16,희망의 별은 푸른 하늘에 뜬다,希望の星は青霄に昇る,A Star of Hope Rises in the Blue Sky,game_track,Windows,02
th16_03,th16,한여름 요정의 꿈,真夏の妖精の夢,A Midsummer Fairy's Dream,game_track,Windows,03
th16_04,th16,색바람은 요괴의 산으로,色無き風は妖怪の山に,The Colorless Wind on Youkai Mountain,game_track,Windows,04
th16_05,th16,깊은 산 속의 인카운터,山奥のエンカウンター,Deep-Mountain Encounter,game_track,Windows,05
th16_06,th16,벚꽃빛 바다를 헤엄치며,桜色の海を泳いで,Swim in a Cherry Blossom-Colored Sea,game_track,Windows,06
th16_07,th16,한 쌍의 신수,一対の神獣,A Pair of Divine Beasts,game_track,Windows,07
th16_08,th16,환상의 화이트 트래블러,幻想のホワイトトラベラー,Illusionary White Traveler,game_track,Windows,08
th16_09,th16,마법의 삿갓 지장,魔法の笠地蔵,The Magic Straw-Hat Jizo,game_track,Windows,09
th16_10,th16,"금단의 문 너머는, 이승인가 저승인가",禁断の扉の向こうは、この世かあの世か,"Does the Forbidden Door Lead to This World, or the World Beyond?",game_track,Windows,10
th16_11,th16,크레이지 백댄서즈,クレイジーバックダンサーズ,Crazy Backdancers,game_track,Windows,11
th16_12,th16,인투 백도어,イントゥ・バックドア,Into Backdoor,game_track,Windows,12
th16_13,th16,비닉된 포 시즌스,秘匿されたフォーシーズンズ,The Concealed Four Seasons,game_track,Windows,13
th16_14,th16,이젠 문으로는 들어갈 수 없어,もうドアには入れない,No More Going Through Doors,game_track,Windows,14
th16_15,th16,비신 마타라 ~ Hidden Star in All Seasons,秘神マターラ　～ Hidden Star in All Seasons.,Secret God Matara ~ Hidden Star in All Seasons.,game_track,Windows,15
th16_16,th16,부자연스러운 자연,不自然な自然,Unnatural Nature,game_track,Windows,16
th16_17,th16,하얀 여행자,白い旅人,White Traveler,game_track,Windows,17
th16_18,th16,플레이어즈 스코어,プレイヤーズスコア,Player's Score,game_track,Windows,18
th165_01,th165,악몽일기,悪夢日記,Diary of Nightmares,game_track,Spinoff,01
th165_02,th165,루시드 드리머,ルーシッドドリーマー,Lucid Dreamer,game_track,Spinoff,02
th165_03,th165,루나틱 드리머,ルナティックドリーマー,Lunatic Dreamer,game_track,Spinoff,03
th165_04,th165,나이트메어 다이어리,ナイトメアダイアリー,Nightmare Diary,game_track,Spinoff,04
th165_05,th165,바 올드 아담,バー・オールドアダム,"""Old Adam"" Bar",game_track,Spinoff,05
th165_06,th165,연석박물지가 가져온 어둠,燕石博物誌が連れてきた闇,The Darkness Brought in by Swallowstone Naturalis Historia,game_track,Spinoff,06
th165_07,th165,영원한 춘몽,永遠の春夢,Eternal Spring Dream,game_track,Spinoff,07
th165_08,th165,비닉된 포 시즌스,秘匿されたフォーシーズンズ,The Concealed Four Seasons,game_track,Spinoff,08
th17_01,th17,말 못 하는 짐승의 영혼,物言わぬ獣の霊,Silent Beast Spirits,game_track,Windows,01
th17_02,th17,지장만이 아는 애탄,地蔵だけが知る哀嘆,The Lamentations Known Only to Jizo,game_track,Windows,02
th17_03,th17,젤리 스톤,ジェリーストーン,Jelly Stone,game_track,Windows,03
th17_04,th17,로스트 리버,ロストリバー,Lost River,game_track,Windows,04
th17_05,th17,돌의 갓난아이와 물 속의 소,石の赤子と水中の牛,The Stone Baby and the Submerged Bovine,game_track,Windows,05
th17_06,th17,불후의 만주사화,不朽の曼珠沙華,Everlasting Red Spider Lily,game_track,Windows,06
th17_07,th17,세라픽 치킨,セラフィックチキン,Seraphic Chicken,game_track,Windows,07
th17_08,th17,언로케이티드 헬,アンロケイテッドヘル,Unlocated Hell,game_track,Windows,08
th17_09,th17,토터스 드래곤 ~ 행운과 불행,トータスドラゴン　～ 幸運と不運,Tortoise Dragon ~ Fortune and Misfortune,game_track,Windows,09
th17_10,th17,비스트 메트로폴리스,ビーストメトロポリス,Beast Metropolis,game_track,Windows,10
th17_11,th17,세라믹스의 장도인,セラミックスの杖刀人,Joutoujin of Ceramics,game_track,Windows,11
th17_12,th17,일렉트릭 헤리티지,エレクトリックヘリテージ,Electric Heritage,game_track,Windows,12
th17_13,th17,우상에 세계를 맡기고 ~ Idoratrize World,偶像に世界を委ねて　～ Idoratrize World,Entrust this World to Idols ~ Idolatrize World,game_track,Windows,13
th17_14,th17,눈부신 약육강식의 규칙,輝かしき弱肉強食の掟,The Shining Law of the Strong Eating the Weak,game_track,Windows,14
th17_15,th17,쇼토쿠 태자의 페가수스 ~ Dark Pegasus,聖徳太子のペガサス　～ Dark Pegasus,Prince Shoutoku's Pegasus ~ Dark Pegasus,game_track,Windows,15
th17_16,th17,축생들의 휴식,畜生達の休息,The Animals' Rest,game_track,Windows,16
th17_17,th17,지하에서의 귀환,地下からの帰還,Return from the Underground,game_track,Windows,17
th17_18,th17,플레이어즈 스코어,プレイヤーズスコア,Player's Score,game_track,Windows,18
th175_01,th175,수몰된 침수지옥,水没した沈愁地獄,Submerged Hell of Sunken Sorrow,game_track,Spinoff,01
th175_02,th175,동방강욕이문,東方剛欲異聞,Eastern Strange Tale of Avarice,game_track,Spinoff,02
th175_03,th175,천리인욕,天理人欲,"Laws of Nature, Desires of Man",game_track,Spinoff,03
th175_04,th175,마법사의 우울,魔法使いの憂鬱,Magician's Melancholy,game_track,Spinoff,04
th175_05,th175,어둠의 풍혈,暗闇の風穴,The Dark Blowhole,game_track,Spinoff,05
th175_06,th175,옛 지옥 길거리를 가다,旧地獄街道を行く,Walking the Streets of a Former Hell,game_track,Spinoff,06
th175_07,th175,업화 맨틀,業火マントル,Hellfire Mantle,game_track,Spinoff,07
th175_08,th175,기둥의 묘지 ~ Grave of Being,御柱の墓場　～ Grave of Being,Cemetery of Onbashira ~ Grave of Being,game_track,Spinoff,08
th175_09,th175,"대지의 아래, 강욕의 바다",大地の底、剛欲の海,"Depths of the Earth, Ocean of Avarice",game_track,Spinoff,09
th175_10,th175,불후의 만주사화,不朽の曼珠沙華,Everlasting Red Spider Lily,game_track,Spinoff,10
th175_11,th175,마법소녀들의 백년제,魔法少女達の百年祭,The Centennial Festival for Magical Girls,game_track,Spinoff,11
th175_12,th175,소녀기상곡 ~ Dream Battle,少女綺想曲　～ Dream Battle,Maiden's Capriccio ~ Dream Battle,game_track,Spinoff,12
th175_13,th175,사랑색 마스터 스파크,恋色マスタースパーク,Love-Colored Master Spark,game_track,Spinoff,13
th175_14,th175,봉인당한 요괴 ~ Lost Place,封じられた妖怪　～ Lost Place,The Sealed-Away Youkai ~ Lost Place,game_track,Spinoff,14
th175_15,th175,만년 방치된 우산에 주의를,万年置き傘にご注意を,Beware the Umbrella Left There Forever,game_track,Spinoff,15
th175_16,th175,캡틴 무라사,キャプテン・ムラサ,Captain Murasa,game_track,Spinoff,16
th175_17,th175,신성하고 장엄한 옛 전장 ~ Suwa Foughten Field,神さびた古戦場　～ Suwa Foughten Field,The Venerable Ancient Battlefield ~ Suwa Foughten Field,game_track,Spinoff,17
th175_18,th175,오늘밤은 표일한 에고이스트 (Live ver) ～ Egoistic Flowers.,今宵は飄逸なエゴイスト(Live ver) ～ Egoistic Flowers.,Tonight Stars an Easygoing Egoist (Live ver.) ~ Egoistic Flowers.,game_track,Spinoff,18
