Major_Category_ko,Sub_Category_ko,Korean,Major_Category_ja,Sub_Category_ja,Japanese,Major_Category_en,Sub_Category_en,English
음악부문,동방환상향,Lotus Road,音楽部門,東方幻想郷,Lotus Road,Music,Lotus Land Story,Lotus Road
음악부문,동방환상향,Dreamy pilot,音楽部門,東方幻想郷,Dreamy pilot,Music,Lotus Land Story,Dreamy pilot
음악부문,동방환상향,Incomplete Plot,音楽部門,東方幻想郷,Incomplete Plot,Music,Lotus Land Story,Incomplete Plot
음악부문,동방환상향,Border Land,音楽部門,東方幻想郷,Border Land,Music,Lotus Land Story,Border Land
음악부문,동방환상향,Magic Shop of Raspberry,音楽部門,東方幻想郷,Magic Shop of Raspberry,Music,Lotus Land Story,Magic Shop of Raspberry
음악부문,동방환상향,Crescent Dream,音楽部門,東方幻想郷,Crescent Dream,Music,Lotus Land Story,Crescent Dream
음악부문,동방괴기담,괴기담 ~ Mystic Square,音楽部門,東方怪綺談,怪綺談　～ Mystic Square,Music,Mystic Square,Bizarre Romantic Story ~ Mystic Square
음악부문,동방괴기담,Dream Express,音楽部門,東方怪綺談,Dream Express,Music,Mystic Square,Dream Express
음악부문,동방괴기담,마법진 ~ Magic Square,音楽部門,東方怪綺談,魔法陣　～ Magic Square,Music,Mystic Square,Magic Square
음악부문,동방괴기담,몽상시공,音楽部門,東方怪綺談,夢想時空,Music,Mystic Square,Dimension of Reverie
음악부문,동방괴기담,영천 ~ Spiritual Heaven,音楽部門,東方怪綺談,霊天　～ Spiritual Heaven,Music,Mystic Square,Spiritual Heaven
음악부문,동방괴기담,Romantic Children,音楽部門,東方怪綺談,Romantic Children,Music,Mystic Square,Romantic Children
음악부문,동방괴기담,플라스틱 마인드,音楽部門,東方怪綺談,プラスチックマインド,Music,Mystic Square,Plastic Mind
음악부문,동방괴기담,메이플 와이즈,音楽部門,東方怪綺談,メイプルワイズ,Music,Mystic Square,Maple Wise
음악부문,동방괴기담,금단의 마법 ~ Forbidden Magic,音楽部門,東方怪綺談,禁断の魔法　～ Forbidden Magic,Music,Mystic Square,Forbidden Magic
음악부문,동방괴기담,진홍의 소녀 ~ Crimson Dead!!,音楽部門,東方怪綺談,真紅の少女　～ Crimson Dead!!,Music,Mystic Square,Crimson Maiden ~ Crimson Dead!!
음악부문,동방괴기담,배신의 소녀 ~ Judas Kiss,音楽部門,東方怪綺談,裏切りの少女　～ Judas Kiss,Music,Mystic Square,Treacherous Maiden ~ Judas Kiss
음악부문,동방괴기담,the Last Judgement,音楽部門,東方怪綺談,the Last Judgement,Music,Mystic Square,the Last Judgement
음악부문,동방괴기담,가엾은 인형 ~ Doll of Misery,音楽部門,東方怪綺談,悲しき人形　～ Doll of Misery,Music,Mystic Square,Doll of Misery
음악부문,동방괴기담,세계의 끝 ~ World's End,音楽部門,東方怪綺談,世界の果て　～ World's End,Music,Mystic Square,End of the World ~ World's End
음악부문,동방괴기담,신화환상 ~ Infinite Being,音楽部門,東方怪綺談,神話幻想　～ Infinite Being,Music,Mystic Square,Legendary Illusion ~ Infinite Being
음악부문,동방괴기담,이상한 나라의 앨리스,音楽部門,東方怪綺談,不思議の国のアリス,Music,Mystic Square,Alice in Wonderland
음악부문,동방괴기담,the Grimoire of Alice,音楽部門,東方怪綺談,the Grimoire of Alice,Music,Mystic Square,the Grimoire of Alice
음악부문,동방괴기담,신사,音楽部門,東方怪綺談,神社,Music,Mystic Square,Shinto Shrine
음악부문,동방괴기담,Endless,音楽部門,東方怪綺談,Endless,Music,Mystic Square,Endless
음악부문,동방괴기담,구원의 낙원,音楽部門,東方怪綺談,久遠の楽園,Music,Mystic Square,Eternal Paradise
음악부문,동방괴기담,Mystic Dream,音楽部門,東方怪綺談,Mystic Dream,Music,Mystic Square,Mystic Dream
음악부문,동방괴기담,Peaceful Romancer,音楽部門,東方怪綺談,Peaceful Romancer,Music,Mystic Square,Peaceful Romancer
음악부문,동방괴기담,영혼이 쉬는 곳,音楽部門,東方怪綺談,魂の休らむ所,Music,Mystic Square,Soul's Resting Place
음악부문,요악단의 역사,테마 오브 이스턴 스토리,音楽部門,幺樂団の歴史,テーマ・オブ・イースタンストーリー,Music,Akyu's Untouched Score,Theme of Eastern Story
음악부문,동방문화첩(서적),풍신소녀,音楽部門,東方文花帖（書籍）,風神少女,Music,Bohemian Archive in Japanese Red,Wind God Girl
음악부문,동방문화첩(서적),말괄량이 연랑의 모험,音楽部門,東方文花帖（書籍）,おてんば恋娘の冒険,Music,Bohemian Archive in Japanese Red,Adventure of the Lovestruck Tomboy
음악부문,동방문화첩(서적),화영총 ~ After Higan Retour,音楽部門,東方文花帖（書籍）,花映塚　～ after Higan Retour,Music,Bohemian Archive in Japanese Red,Flower Reflecting Mound ~ after Higan Retour
음악부문,동방구문사기 / 동방구문구수,재패니즈 사가,音楽部門,東方求聞史紀,ジャパニーズサーガ,Music,Touhou Gumon (Gensokyo Chronicle),Japanese Saga
음악부문,동방구문사기 / 동방구문구수,아레의 자손,音楽部門,東方求聞史紀,阿礼の子供,Music,Touhou Gumon (Gensokyo Chronicle),Child of Are
음악부문,동방구문사기 / 동방구문구수,밤의 히토야마를 날다 - Power MIX,音楽部門,東方求聞史紀,夜の鳩山を飛ぶ‐Power Mix,Music,Touhou Gumon (Gensokyo Chronicle),Fly above Hatoyama at night - Power MIX
음악부문,동방삼월정,서니 루틸 플렉션,音楽部門,東方三月精,サニールチルフレクション,Music,Touhou Sangetsusei,Sunny Rutile Flection
음악부문,동방삼월정,밤이니까 잠들 수 없어,音楽部門,東方三月精,夜だから眠れない,Music,Touhou Sangetsusei,Can't Sleep Because It's Nighttime
음악부문,동방삼월정,"요정, 반짝반짝하게",音楽部門,東方三月精,妖精燦々として,Music,Touhou Sangetsusei,Like the Brilliance of Fairies
음악부문,동방삼월정,서니 밀크의 홍무이변,音楽部門,東方三月精,サニーミルクの紅霧異変,Music,Touhou Sangetsusei,Sunny Milk's Scarlet Mist Incident
음악부문,동방삼월정,눈과 달과 벚꽃의 나라,音楽部門,東方三月精,雪月桜花の国,Music,Touhou Sangetsusei,A Land Resplendent With Nature's Beauty
음악부문,동방삼월정,스타 보야주 2008,音楽部門,東方三月精,スターヴォヤージュ2008,Music,Touhou Sangetsusei,Star Voyage 2008
음악부문,동방삼월정,귀여운 대전쟁의 리프레인,音楽部門,東方三月精,可愛い大戦争のリフレーン,Music,Touhou Sangetsusei,The Refrain of the Lovely Great War
음악부문,동방삼월정,페어리 모험담,音楽部門,東方三月精,フェアリー冒険譚,Music,Touhou Sangetsusei,The Fairy's Adventurous Tale
음악부문,동방삼월정,두 개의 세계,音楽部門,東方三月精,二つの世界,Music,Touhou Sangetsusei,Two Worlds
음악부문,동방삼월정,신역의 숨바꼭질 생활,音楽部門,東方三月精,神域のかくれんぼ暮らし,Music,Touhou Sangetsusei,The Hide-and-Seek Lifestyle at the Shrine
음악부문,동방삼월정,요괴 모던 콜로니,音楽部門,東方三月精,妖怪モダンコロニー,Music,Touhou Sangetsusei,Youkai Modern Colony
음악부문,동방삼월정,언제나 정신없는 호기심,音楽部門,東方三月精,年中夢中の好奇心,Music,Touhou Sangetsusei,Year-Round Absorbed Curiosity
음악부문,동방삼월정,한밤중의 페어리 댄스,音楽部門,東方三月精,真夜中のフェアリーダンス,Music,Touhou Sangetsusei,A Midnight Fairy Dance
음악부문,동방삼월정,요정대전쟁 ~ Fairy Wars,音楽部門,東方三月精,妖精大戦争　～ Fairy Wars,Music,Touhou Sangetsusei,Great Fairy Wars ~ Fairy Wars
음악부문,동방삼월정,메이거스 나이트,音楽部門,東方三月精,メイガスナイト,Music,Touhou Sangetsusei,Magus Night
음악부문,동방삼월정,오랜 위안셴,音楽部門,東方三月精,古きユアンシェン,Music,Touhou Sangetsusei,Old Yuanxian
음악부문,동방맹월초,요괴우주여행,音楽部門,東方儚月抄,妖怪宇宙旅行,Music,Touhou Bougetsushou,Youkai Space Travel
음악부문,동방맹월초,와타츠키의 스펠카드 ~ Lunatic Blue,音楽部門,東方儚月抄,綿月のスペルカード　～ Lunatic Blue,Music,Touhou Bougetsushou,Watatsuki's Spell Card ~ Lunatic Blue
음악부문,동방맹월초,주정뱅이의 레무리아 (Retro Ver),音楽部門,東方儚月抄,呑んべぇのレムリア (Retro Ver),Music,Touhou Bougetsushou,A Drunkard's Lemuria (Retro Ver)
음악부문,The Grimoire of Marisa,마법사의 우울,音楽部門,The Grimoire of Marisa,魔法使いの憂鬱,Music,The Grimoire of Marisa,Magician's Melancholy
음악부문,The Grimoire of Marisa,스푸트니크 환야,音楽部門,The Grimoire of Marisa,スプートニク幻夜,Music,The Grimoire of Marisa,Illusionary Sputnik Night
음악부문,동방영나암,판독안의 비블리오필리아,音楽部門,東方鈴奈庵,判読眼のビブロフィリア,Music,Forbidden Scrollery,Bibliophile with a Deciphering Eye
음악부문,동방영나암,운하를 다니는 인요,音楽部門,東方鈴奈庵,運河を行き交う人妖,Music,Forbidden Scrollery,Humans and Youkai Coming and Going at the Canal
음악부문,동방영나암,토끼는 내려앉았다,音楽部門,東方鈴奈庵,兎は舞い降りた,Music,Forbidden Scrollery,The Rabbit Has Landed
음악부문,봉래인형,봉래전설,音楽部門,蓬莱人形,蓬莱伝説,Music,Dolls in Pseudo Paradise,Legend of Hourai
음악부문,봉래인형,이색연화접 ~ Red and White,音楽部門,蓬莱人形,二色蓮花蝶　～ Red and White,Music,Dolls in Pseudo Paradise,Dichromatic Lotus Butterfly ~ Red and White
음악부문,봉래인형,앵화지연총 ~ Japanese Flower,音楽部門,蓬莱人形,桜花之恋塚　～ Japanese Flower,Music,Dolls in Pseudo Paradise,Lovely Mound of Cherry Blossoms ~ Japanese Flower
음악부문,봉래인형,메이지 17년의 상하이 앨리스,音楽部門,蓬莱人形,明治十七年の上海アリス,Music,Dolls in Pseudo Paradise,Shanghai Alice of Meiji 17
음악부문,봉래인형,동방괴기담,音楽部門,蓬莱人形,東方怪奇談,Music,Dolls in Pseudo Paradise,Eastern Tale of Fancy
음악부문,봉래인형,에니그마틱 돌,音楽部門,蓬莱人形,エニグマティクドール,Music,Dolls in Pseudo Paradise,Enigmatic Doll
음악부문,봉래인형,서커스 레버리,音楽部門,蓬莱人形,サーカスレヴァリエ,Music,Dolls in Pseudo Paradise,Circus Reverie
음악부문,봉래인형,인형의 숲,音楽部門,蓬莱人形,人形の森,Music,Dolls in Pseudo Paradise,Forest of Dolls
음악부문,봉래인형,Witch of Love Potion,音楽部門,蓬莱人形,Witch of Love Potion,Music,Dolls in Pseudo Paradise,Witch of Love Potion
음악부문,봉래인형,리인카네이션,音楽部門,蓬莱人形,リーインカーネイション,Music,Dolls in Pseudo Paradise,Reincarnation
음악부문,봉래인형,U.N.오웬은 그녀인가?,音楽部門,蓬莱人形,U.N.オーエンは彼女なのか？,Music,Dolls in Pseudo Paradise,U.N. Owen was Her?
음악부문,봉래인형,영원의 무녀,音楽部門,蓬莱人形,永遠の巫女,Music,Dolls in Pseudo Paradise,Eternal Shrine Maiden
음악부문,봉래인형,하늘을 나는 무녀의 이상한 매일,音楽部門,蓬莱人形,空飛ぶ巫女の不思議な毎日,Music,Dolls in Pseudo Paradise,The Wonderous Everyday Life of the Flying Shrine Maiden
음악부문,렌다이노 야행,밤의 덴데라노를 가다,音楽部門,蓮台野夜行,夜のデンデラ野を逝く,Music,Ghostly Field Club,Passing on Through the Dendera Fields in the Night
음악부문,렌다이노 야행,소녀비봉클럽,音楽部門,蓮台野夜行,少女秘封倶楽部,Music,Ghostly Field Club,Girls' Secret Sealing Club
음악부문,렌다이노 야행,동방요요몽 ~ Ancient Temple,音楽部門,蓮台野夜行,東方妖々夢　～ Ancient Temple,Music,Ghostly Field Club,Eastern Ghostly Dream ~ Ancient Temple
음악부문,렌다이노 야행,오래된 명계사,音楽部門,蓮台野夜行,古の冥界寺,Music,Ghostly Field Club,Ancient Temple of the Netherworld
음악부문,렌다이노 야행,환시의 밤 ~ Ghostly Eyes,音楽部門,蓮台野夜行,幻視の夜　～ Ghostly Eyes,Music,Ghostly Field Club,Illusionary Night ~ Ghostly Eyes
음악부문,렌다이노 야행,마술사 메리,音楽部門,蓮台野夜行,魔術師メリー,Music,Ghostly Field Club,Merry the Magician
음악부문,렌다이노 야행,"달의 요조, 요괴고양이의 환상",音楽部門,蓮台野夜行,月の妖鳥、化猫の幻,Music,Ghostly Field Club,"Youkai Bird of the Moon, Illusion of the Bakeneko"
음악부문,렌다이노 야행,과거의 꽃 ~ Fairy of Flower,音楽部門,蓮台野夜行,過去の花　～ Fairy of Flower,Music,Ghostly Field Club,Flower of Past Days ~ Fairy of Flower
음악부문,렌다이노 야행,마법소녀 십자군,音楽部門,蓮台野夜行,魔法少女十字軍,Music,Ghostly Field Club,Magical Girl's Crusade
음악부문,렌다이노 야행,소녀환장 ~ Necro-Fantasy,音楽部門,蓮台野夜行,少女幻葬　～ Necro-Fantasy,Music,Ghostly Field Club,A Maiden's Illusionary Funeral ~ Necro-Fantasy
음악부문,렌다이노 야행,환상의 영원제,音楽部門,蓮台野夜行,幻想の永遠祭,Music,Ghostly Field Club,Eternal Festival of Illusions
음악부문,몽위과학세기,동제 ~ Innocent Treasures,音楽部門,夢違科学世紀,童祭　～ Innocent Treasures,Music,Changeability of Strange Dream,Kid's Festival ~ Innocent Treasures
음악부문,몽위과학세기,화서의 꿈,音楽部門,夢違科学世紀,華胥の夢,Music,Changeability of Strange Dream,Dream of Huaxu
음악부문,몽위과학세기,상해홍차관 ~ Chinese Tea,音楽部門,夢違科学世紀,上海紅茶館　～ Chinese Tea,Music,Changeability of Strange Dream,Shanghai Scarlet Teahouse ~ Chinese Tea
음악부문,몽위과학세기,보이지 1969,音楽部門,夢違科学世紀,ヴォヤージュ1969,Music,Changeability of Strange Dream,Voyage 1969
음악부문,몽위과학세기,과학 세기의 소년소녀,音楽部門,夢違科学世紀,科学世紀の少年少女,Music,Changeability of Strange Dream,Boys and Girls of the Age of Science
음악부문,몽위과학세기,영야의 대가 ~ Imperishable Night,音楽部門,夢違科学世紀,永夜の報い　～ Imperishable Night,Music,Changeability of Strange Dream,Retribution for the Eternal Night ~ Imperishable Night
음악부문,몽위과학세기,밤이 내려온다 ~ Evening Star,音楽部門,夢違科学世紀,夜が降りてくる　～ Evening Star,Music,Changeability of Strange Dream,Night Falls ~ Evening Star
음악부문,몽위과학세기,인형재판 ~ 사람의 형상을 가지고 노는 소녀,音楽部門,夢違科学世紀,人形裁判　～ 人の形弄びし少女,Music,Changeability of Strange Dream,Doll Judgement ~ The Girl who Played with People's Shapes
음악부문,몽위과학세기,꿈과 현실의 경계,音楽部門,夢違科学世紀,夢と現の境界,Music,Changeability of Strange Dream,Border Between Dreams and Reality
음악부문,몽위과학세기,환상기계 ~ Phantom Factory,音楽部門,夢違科学世紀,幻想機械　～ Phantom Factory,Music,Changeability of Strange Dream,Fantasy Machine ~ Phantom Factory
음악부문,몽위과학세기,유현의 단풍나무 ~ Eternal Dream,音楽部門,夢違科学世紀,幽玄の槭樹　～ Eternal Dream,Music,Changeability of Strange Dream,Mystical Maple ~ Eternal Dream
음악부문,묘유동해도,히로시게 36호 ~ Neo Super-Express,音楽部門,卯酉東海道,ヒロシゲ36号　～ Neo Super-Express,Music,Retrospective 53 minutes,Hiroshige No.36 ~ Neo Super-Express
음악부문,묘유동해도,53분 간의 푸른 바다,音楽部門,卯酉東海道,53ミニッツの青い海,Music,Retrospective 53 minutes,Blue Sea of 53 Minutes
음악부문,묘유동해도,죽취비상 ~ Lunatic Princess,音楽部門,卯酉東海道,竹取飛翔　～ Lunatic Princess,Music,Retrospective 53 minutes,Flight of the Bamboo Cutter ~ Lunatic Princess
음악부문,묘유동해도,피안귀항 ~ Riverside View,音楽部門,卯酉東海道,彼岸帰航　～ Riverside View,Music,Retrospective 53 minutes,Higan Retour ~ Riverside View
음악부문,묘유동해도,아오키가하라의 전설,音楽部門,卯酉東海道,青木ヶ原の伝説,Music,Retrospective 53 minutes,Legend of Aokigahara
음악부문,묘유동해도,우사님의 새하얀 깃발,音楽部門,卯酉東海道,お宇佐さまの素い幡,Music,Retrospective 53 minutes,White Flag of Usa Shrine
음악부문,묘유동해도,"달까지 닿아라, 불사의 연기",音楽部門,卯酉東海道,月まで届け不死の煙,Music,Retrospective 53 minutes,"Reach for the Moon, Immortal Smoke"
음악부문,묘유동해도,레트로스펙티브 교토,音楽部門,卯酉東海道,レトロスペクティブ京都,Music,Retrospective 53 minutes,Retrospective Kyoto
음악부문,묘유동해도,락드 걸 ~ 소녀밀실,音楽部門,卯酉東海道,ラクトガール　～ 少女密室,Music,Retrospective 53 minutes,Locked Girl ~ The Girl's Sealed Room
음악부문,묘유동해도,천년환상향 ~ History of the Moon,音楽部門,卯酉東海道,千年幻想郷　～ History of the Moon,Music,Retrospective 53 minutes,Gensokyo Millennium ~ History of the Moon
음악부문,묘유동해도,가장 맑은 하늘과 바다,音楽部門,卯酉東海道,最も澄みわたる空と海,Music,Retrospective 53 minutes,The Purest Sky and Sea
음악부문,대공마술,월면 투어에 어서 오세요,音楽部門,大空魔術,月面ツアーへようこそ,Music,Magical Astronomy,Welcome to the Moon Tour
음악부문,대공마술,천공의 그리니치,音楽部門,大空魔術,天空のグリニッジ,Music,Magical Astronomy,Greenwich in the Sky
음악부문,대공마술,동쪽 나라의 잠들지 않는 밤,音楽部門,大空魔術,東の国の眠らない夜,Music,Magical Astronomy,Sleepless Night of the Eastern Country
음악부문,대공마술,휠체어의 미래우주,音楽部門,大空魔術,車椅子の未来宇宙,Music,Magical Astronomy,The Wheelchair's Future in Space
음악부문,대공마술,Demystify Feast,音楽部門,大空魔術,Demystify Feast,Music,Magical Astronomy,Demystify Feast
음악부문,대공마술,위성 카페테라스,音楽部門,大空魔術,衛星カフェテラス,Music,Magical Astronomy,Satellite Café Terrace
음악부문,대공마술,G Free,音楽部門,大空魔術,G Free,Music,Magical Astronomy,G Free
음악부문,대공마술,대공마술 ~ Magical Astronomy,音楽部門,大空魔術,大空魔術　～ Magical Astronomy,Music,Magical Astronomy,Celestial Wizardry ~ Magical Astronomy
음악부문,대공마술,네크로 판타지아,音楽部門,大空魔術,ネクロファンタジア,Music,Magical Astronomy,Necrofantasia
음악부문,대공마술,저편의 달,音楽部門,大空魔術,向こう側の月,Music,Magical Astronomy,The Far Side of the Moon
음악부문,미지의 꽃 매지의 여행,미지의 꽃 매지의 여행,音楽部門,未知の花　魅知の旅,未知の花 魅知の旅,Music,"Unknown Flower, Mesmerizing Journey","Unknown Flower, Mesmerizing Journey"
음악부문,미지의 꽃 매지의 여행,무간의 종 ~ Infinite Nightmare,音楽部門,未知の花　魅知の旅,無間の鐘　～ Infinite Nightmare,Music,"Unknown Flower, Mesmerizing Journey",Bell of Avici ~ Infinite Nightmare
음악부문,미지의 꽃 매지의 여행,"내일은 휴일, 어제는 평일",音楽部門,未知の花　魅知の旅,明日ハレの日、ケの昨日,Music,"Unknown Flower, Mesmerizing Journey","Tomorrow will be Special, Yesterday was Not"
음악부문,토리후네 유적,위성 토리후네,音楽部門,鳥船遺跡,衛星トリフネ,Music,Trojan Green Asteroid,Satellite TORIFUNE
음악부문,토리후네 유적,트로이군의 밀림,音楽部門,鳥船遺跡,トロヤ群の密林,Music,Trojan Green Asteroid,Trojan Asteroid Jungle
음악부문,토리후네 유적,디자이어 드라이브,音楽部門,鳥船遺跡,デザイアドライブ,Music,Trojan Green Asteroid,Desire Drive
음악부문,토리후네 유적,페어리 모험담,音楽部門,鳥船遺跡,フェアリー冒険譚,Music,Trojan Green Asteroid,The Fairies' Adventurous Tale
음악부문,토리후네 유적,아메노토리후네 신사,音楽部門,鳥船遺跡,天鳥船神社,Music,Trojan Green Asteroid,Ame-no-torifune Shrine
음악부문,토리후네 유적,밤하늘의 UFO 로맨스,音楽部門,鳥船遺跡,夜空のユーフォーロマンス,Music,Trojan Green Asteroid,UFO Romance in the Night Sky
음악부문,토리후네 유적,하르트만의 요괴소녀,音楽部門,鳥船遺跡,ハルトマンの妖怪少女,Music,Trojan Green Asteroid,Hartmann's Youkai Girl
음악부문,토리후네 유적,아메노토리후네 신사의 결계,音楽部門,鳥船遺跡,天鳥船神社の結界,Music,Trojan Green Asteroid,The Barrier of Ame-no-torifune Shrine
음악부문,토리후네 유적,감정의 마천루 ~ Cosmic Mind,音楽部門,鳥船遺跡,感情の摩天楼　～ Cosmic Mind,Music,Trojan Green Asteroid,Emotional Skyscraper ~ Cosmic Mind
음악부문,토리후네 유적,우주에 떠오른 환상향,音楽部門,鳥船遺跡,宇宙に浮かぶ幻想郷,Music,Trojan Green Asteroid,The Gensokyo That Floats in Outer Space
음악부문,이자나기 물질,녹색의 새너토리엄,音楽部門,伊弉諾物質,緑のサナトリウム,Music,Neo-traditionalism of Japan,Green Sanatorium
음악부문,이자나기 물질,소에게 이끌려 젠코지 참배,音楽部門,伊弉諾物質,牛に引かれて善光寺参り,Music,Neo-traditionalism of Japan,Led On by a Cow to Visit Zenkou Temple
음악부문,이자나기 물질,하트펠트 팬시,音楽部門,伊弉諾物質,ハートフェルトファンシー,Music,Neo-traditionalism of Japan,Heartfelt Fancy
음악부문,이자나기 물질,60년만의 동방재판 ~ Fate of Sixty Years,音楽部門,伊弉諾物質,六十年目の東方裁判　～ Fate of Sixty Years,Music,Neo-traditionalism of Japan,Eastern Judgement in the Sixtieth Year ~ Fate of Sixty Years
음악부문,이자나기 물질,아가르타의 바람,音楽部門,伊弉諾物質,アガルタの風,Music,Neo-traditionalism of Japan,Wind of Agartha
음악부문,이자나기 물질,이자나기 오브젝트,音楽部門,伊弉諾物質,イザナギオブジェクト,Music,Neo-traditionalism of Japan,Izanagi Object
음악부문,이자나기 물질,요괴 뒤쪽 참배길,音楽部門,伊弉諾物質,妖怪裏参道,Music,Neo-traditionalism of Japan,Rear Temple Path of Youkai
음악부문,이자나기 물질,언노운 X ~ Unfound Adventure,音楽部門,伊弉諾物質,アンノウンX　～ Unfound Adventure,Music,Neo-traditionalism of Japan,Unknown X ~ Unfound Adventure
음악부문,이자나기 물질,일본의 불가사의들을 모아,音楽部門,伊弉諾物質,日本中の不思議を集めて,Music,Neo-traditionalism of Japan,Gathering the Mysterious from All Around Japan
음악부문,이자나기 물질,멋진 묘지에서 살아 봅시다,音楽部門,伊弉諾物質,素敵な墓場で暮しましょ,Music,Neo-traditionalism of Japan,Let's Live in a Lovely Cemetery
음악부문,연석박물지,보잘것없는 두 사람의 박물지,音楽部門,燕石博物誌,他愛も無い二人の博物誌,Music,Dr. Latency's Freak Report,The Childlike Duo's Naturalis Historia
음악부문,연석박물지,얼어붙은 영원의 도시,音楽部門,燕石博物誌,凍り付いた永遠の都,Music,Dr. Latency's Freak Report,The Frozen Eternal Capital
음악부문,연석박물지,닥터 레이턴시의 잠 못 들게 하는 눈동자,音楽部門,燕石博物誌,Dr.レイテンシーの眠れなくなる瞳,Music,Dr. Latency's Freak Report,Dr. Latency's Sleepless Eyes
음악부문,연석박물지,9월의 펌프킨,音楽部門,燕石博物誌,九月のパンプキン,Music,Dr. Latency's Freak Report,September Pumpkin
음악부문,연석박물지,수유는 플랑크를 넘어서,音楽部門,燕石博物誌,須臾はプランクを超えて,Music,Dr. Latency's Freak Report,An Instant that Exceeds Planck's Time
음악부문,연석박물지,슈뢰딩거의 요괴고양이,音楽部門,燕石博物誌,シュレディンガーの化猫,Music,Dr. Latency's Freak Report,Schrödinger's Bakeneko
음악부문,연석박물지,공중에 가라앉은 휘침성,音楽部門,燕石博物誌,空中に沈む輝針城,Music,Dr. Latency's Freak Report,The Shining Needle Castle Sinking in the Air
음악부문,연석박물지,금기의 막벽,音楽部門,燕石博物誌,禁忌の膜壁,Music,Dr. Latency's Freak Report,The Taboo Membrane Wall
음악부문,연석박물지,고향별이 비치는 바다,音楽部門,燕石博物誌,故郷の星が映る海,Music,Dr. Latency's Freak Report,The Sea that Reflects One's Home Planet
음악부문,연석박물지,퓨어 퓨리스 ~ 마음이 있는 곳,音楽部門,燕石博物誌,ピュアヒューリーズ　～ 心の在処,Music,Dr. Latency's Freak Report,Pure Furies ~ Whereabouts of the Heart
음악부문,연석박물지,영원의 삼일천하,音楽部門,燕石博物誌,永遠の三日天下,Music,Dr. Latency's Freak Report,Eternal Transient Reign
음악부문,구약주점,바 올드 아담,音楽部門,旧約酒場,バー・オールドアダム,Music,"Dateless Bar ""Old Adam""","""Old Adam"" Bar"
음악부문,구약주점,연석박물지가 가져온 어둠,音楽部門,旧約酒場,燕石博物誌が連れてきた闇,Music,"Dateless Bar ""Old Adam""",The Darkness Brought In by Swallowstone Naturalis Historia
음악부문,구약주점,리버스 이데올로기,音楽部門,旧約酒場,リバースイデオロギー,Music,"Dateless Bar ""Old Adam""",Reverse Ideology
음악부문,구약주점,아웃사이더 칵테일,音楽部門,旧約酒場,アウトサイダーカクテル,Music,"Dateless Bar ""Old Adam""",Outsider Cocktail
음악부문,구약주점,오오미와 신화전,音楽部門,旧約酒場,大神神話伝,Music,"Dateless Bar ""Old Adam""",Omiwa Legend
음악부문,구약주점,판데모닉 플래닛,音楽部門,旧約酒場,パンデモニックプラネット,Music,"Dateless Bar ""Old Adam""",Pandemonic Planet
음악부문,구약주점,구세계의 모험주점,音楽部門,旧約酒場,旧世界の冒険酒場,Music,"Dateless Bar ""Old Adam""",Adventurer's Tavern of the Old World
음악부문,구약주점,마계 지방도시 에소테리아,音楽部門,旧約酒場,魔界地方都市エソテリア,Music,"Dateless Bar ""Old Adam""",Rural Makai City Esoteria
음악부문,구약주점,망실의 이모션,音楽部門,旧約酒場,亡失のエモーション,Music,"Dateless Bar ""Old Adam""",The Lost Emotion
음악부문,구약주점,숙취의 동상이몽,音楽部門,旧約酒場,二日酔いの同床異夢,Music,"Dateless Bar ""Old Adam""",Hangover of Bedfellows Dreaming Differently
음악부문,무지갯빛 셉텐트리온,"나나츠이시의 늑대, 구름을 잡으러 달리다",音楽部門,虹色のセプテントリオン,七ツ石の狼、雲を取りに駆ける,Music,Rainbow-Colored Septentrion,The Wolves of Nanatsuishi Dash to Seize the Clouds
음악부문,무지갯빛 셉텐트리온,환상의 화이트 트래블러,音楽部門,虹色のセプテントリオン,幻想のホワイトトラベラー,Music,Rainbow-Colored Septentrion,Illusionary White Traveler
음악부문,무지갯빛 셉텐트리온,그 활기찬 시장은 지금 어디에 ~ Immemorial Marketeers,音楽部門,虹色のセプテントリオン,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,Music,Rainbow-Colored Septentrion,Where Is That Bustling Marketplace Now ~ Immemorial Marketeers
음악부문,타나바타자카 무겐노,타나바타자카에 아침이 온다,音楽部門,七夕坂夢幻能,七夕坂に朝が来る,Music,Taboo Japan Disentanglement,Dawn Breaks on Tanabatazaka
음악부문,타나바타자카 무겐노,부등식의 팅커벨,音楽部門,七夕坂夢幻能,不等式のティンカーベル,Music,Taboo Japan Disentanglement,Tinkerbell of Inequality
음악부문,타나바타자카 무겐노,"금단의 문 너머는, 이승인가 저승인가",音楽部門,七夕坂夢幻能,禁断の扉の向こうは、この世かあの世か,Music,Taboo Japan Disentanglement,"Does the Forbidden Door Lead to This World, or the World Beyond?"
음악부문,타나바타자카 무겐노,스모킹 드래곤,音楽部門,七夕坂夢幻能,スモーキングドラゴン,Music,Taboo Japan Disentanglement,Smoking Dragon
음악부문,타나바타자카 무겐노,무겐노 ~ Taboo Marionette,音楽部門,七夕坂夢幻能,夢幻能　〜 Taboo Marionette,Music,Taboo Japan Disentanglement,Mugen Noh ~ Taboo Marionette
음악부문,타나바타자카 무겐노,크레이지 백댄서즈,音楽部門,七夕坂夢幻能,クレイジーバックダンサーズ,Music,Taboo Japan Disentanglement,Crazy Backup Dancers
