Major_Category_ko,Sub_Category_ko,Korean,Major_Category_ja,Sub_Category_ja,Japanese,Major_Category_en,Sub_Category_en,English
음악부문,동방췌몽상,동방요요몽 ~ Ancient Temple,音楽部門,東方萃夢想,東方妖々夢　～ Ancient Temple,Music,Immaterial and Missing Power,Eastern Ghostly Dream ~ Ancient Temple
음악부문,동방췌몽상,죽은 왕녀를 위한 셉텟,音楽部門,東方萃夢想,亡き王女の為のセプテット,Music,Immaterial and Missing Power,Septette for a Dead Princess
음악부문,동방췌몽상,"유아하게 피어라, 묵염의 벚꽃 ~ Border of Life",音楽部門,東方萃夢想,幽雅に咲かせ、墨染の桜　～ Border of Life,Music,Immaterial and Missing Power,"Bloom Nobly, Ink-Black Cherry Blossom ~ Border of Life"
음악부문,동방췌몽상,Demystify Feast,音楽部門,東方萃夢想,Demystify Feast,Music,Immaterial and Missing Power,Demystify Feast
음악부문,동방췌몽상,밤이 내려온다 ~ Evening Star,音楽部門,東方萃夢想,夜が降りてくる　～ Evening Star,Music,Immaterial and Missing Power,Night Falls ~ Evening Star
음악부문,동방췌몽상,동화나라의 오니들의 섬 ~ Missing Power,音楽部門,東方萃夢想,御伽の国の鬼が島　～ Missing Power,Music,Immaterial and Missing Power,The Fabled Land of Onigashima ~ Missing Power
음악부문,동방췌몽상,여름이 끝나는 날,音楽部門,東方萃夢想,夏明き,Music,Immaterial and Missing Power,End of Summer
음악부문,동방췌몽상,동방췌몽상,音楽部門,東方萃夢想,東方萃夢想,Music,Immaterial and Missing Power,Eastern Forgathering Dream
음악부문,동방췌몽상,마소,音楽部門,東方萃夢想,魔所,Music,Immaterial and Missing Power,Demonic Place
음악부문,동방췌몽상,월륜,音楽部門,東方萃夢想,月輪,Music,Immaterial and Missing Power,The Moon
음악부문,동방췌몽상,편참,音楽部門,東方萃夢想,遍参,Music,Immaterial and Missing Power,Wanderings
음악부문,동방췌몽상,이심,音楽部門,東方萃夢想,裏心,Music,Immaterial and Missing Power,Inner Heart
음악부문,동방췌몽상,Intermezzo,音楽部門,東方萃夢想,Intermezzo,Music,Immaterial and Missing Power,Intermezzo
음악부문,동방췌몽상,동풍,音楽部門,東方萃夢想,あゆのかぜ,Music,Immaterial and Missing Power,Eastern Wind
음악부문,동방췌몽상,삼한,音楽部門,東方萃夢想,森閑,Music,Immaterial and Missing Power,Silence
음악부문,동방췌몽상,앙공,音楽部門,東方萃夢想,仰空,Music,Immaterial and Missing Power,Skygazer
음악부문,동방췌몽상,유경,音楽部門,東方萃夢想,幽境,Music,Immaterial and Missing Power,Solitary Place
음악부문,동방췌몽상,진객,音楽部門,東方萃夢想,珍客,Music,Immaterial and Missing Power,Unexpected Visitor
음악부문,동방췌몽상,홍야,音楽部門,東方萃夢想,紅夜,Music,Immaterial and Missing Power,Scarlet Night
음악부문,동방췌몽상,전신,音楽部門,東方萃夢想,戦迅,Music,Immaterial and Missing Power,Swift Battle
음악부문,동방췌몽상,화기,音楽部門,東方萃夢想,禍機,Music,Immaterial and Missing Power,Bad Omen
음악부문,동방췌몽상,쇄월,音楽部門,東方萃夢想,砕月,Music,Immaterial and Missing Power,Broken Moon
음악부문,동방화영총,화영총 ~ Higan Retour,音楽部門,東方花映塚,花映塚　～ Higan Retour,Music,Phantasmagoria of Flower View,Flower Reflecting Mound ~ Higan Retour
음악부문,동방화영총,봄빛 오솔길 ~ Colorful Path,音楽部門,東方花映塚,春色小径　～ Colorful Path,Music,Phantasmagoria of Flower View,Spring Lane ~ Colorful Path
음악부문,동방화영총,오리엔탈 다크플라이트,音楽部門,東方花映塚,オリエンタルダークフライト,Music,Phantasmagoria of Flower View,Oriental Dark Flight
음악부문,동방화영총,플라워링 나이트,音楽部門,東方花映塚,フラワリングナイト,Music,Phantasmagoria of Flower View,Flowering Night
음악부문,동방화영총,동방요요몽 ~ Ancient Temple,音楽部門,東方花映塚,東方妖々夢　～ Ancient Temple,Music,Phantasmagoria of Flower View,Eastern Ghostly Dream ~ Ancient Temple
음악부문,동방화영총,광기의 눈동자 ~ Invisible Full Moon,音楽部門,東方花映塚,狂気の瞳　～ Invisible Full Moon,Music,Phantasmagoria of Flower View,Lunatic Eyes ~ Invisible Full Moon
음악부문,동방화영총,말괄량이 연랑의 모험,音楽部門,東方花映塚,おてんば恋娘の冒険,Music,Phantasmagoria of Flower View,Adventure of the Lovestruck Tomboy
음악부문,동방화영총,유령악단 ~ Phantom Ensemble,音楽部門,東方花映塚,幽霊楽団　～ Phantom Ensemble,Music,Phantasmagoria of Flower View,Phantom Band ~ Phantom Ensemble
음악부문,동방화영총,이젠 노래밖에 들리지 않아 ~ Flower Mix,音楽部門,東方花映塚,もう歌しか聞こえない　～ Flower Mix,Music,Phantasmagoria of Flower View,Deaf to All but the Song ~ Flower Mix
음악부문,동방화영총,우사님의 새하얀 깃발,音楽部門,東方花映塚,お宇佐さまの素い幡,Music,Phantasmagoria of Flower View,White Flag of Usa Shrine
음악부문,동방화영총,풍신소녀 (Short Version),音楽部門,東方花映塚,風神少女　 (Short Version),Music,Phantasmagoria of Flower View,Wind God Girl (Short Version)
음악부문,동방화영총,포이즌 바디 ~ Forsaken Doll,音楽部門,東方花映塚,ポイズンボディ　～ Forsaken Doll,Music,Phantasmagoria of Flower View,Poison Body ~ Forsaken Doll
음악부문,동방화영총,금석환상향 ~ Flower Land,音楽部門,東方花映塚,今昔幻想郷　～ Flower Land,Music,Phantasmagoria of Flower View,"Gensokyo, Past and Present ~ Flower Land"
음악부문,동방화영총,피안귀항 ~ Riverside View,音楽部門,東方花映塚,彼岸帰航　～ Riverside View,Music,Phantasmagoria of Flower View,Higan Retour ~ Riverside View
음악부문,동방화영총,60년만의 동방재판 ~ Fate of Sixty Years,音楽部門,東方花映塚,六十年目の東方裁判　～ Fate of Sixty Years,Music,Phantasmagoria of Flower View,Eastern Judgement in the Sixtieth Year ~ Fate of Sixty Years
음악부문,동방화영총,꽃이 비치는 무덤,音楽部門,東方花映塚,花の映る塚,Music,Phantasmagoria of Flower View,The Mound Where the Flowers Reflect
음악부문,동방화영총,차안의 언덕,音楽部門,東方花映塚,此岸の塚,Music,Phantasmagoria of Flower View,Mound of Shigan
음악부문,동방화영총,꽃은 환상대로,音楽部門,東方花映塚,花は幻想のままに,Music,Phantasmagoria of Flower View,The Flowers Remain in Fantasy
음악부문,동방화영총,혼의 꽃 ~ Another Dream...,音楽部門,東方花映塚,魂の花　～ Another Dream...,Music,Phantasmagoria of Flower View,Flower of Soul ~ Another Dream...
음악부문,동방문화첩,텐구의 수첩 ~ Mysterious Note,音楽部門,東方文花帖,天狗の手帖　～ Mysterious Note,Music,Shoot the Bullet,Tengu's Notebook ~ Mysterious Note
음악부문,동방문화첩,바람의 순환 ~ Wind Tour,音楽部門,東方文花帖,風の循環　～ Wind Tour,Music,Shoot the Bullet,Wind Circulation ~ Wind Tour
음악부문,동방문화첩,텐구가 보고 있다 ~ Black Eyes,音楽部門,東方文花帖,天狗が見ている　～ Black Eyes,Music,Shoot the Bullet,Tengu Is Watching ~ Black Eyes
음악부문,동방문화첩,동쪽 나라의 잠들지 않는 밤,音楽部門,東方文花帖,東の国の眠らない夜,Music,Shoot the Bullet,Sleepless Night of the Eastern Country
음악부문,동방문화첩,레트로스펙티브 교토,音楽部門,東方文花帖,レトロスペクティブ京都,Music,Shoot the Bullet,Retrospective Kyoto
음악부문,동방문화첩,풍신소녀,音楽部門,東方文花帖,風神少女,Music,Shoot the Bullet,Wind God Girl
음악부문,동방풍신록,봉인된 신들,音楽部門,東方風神録,封印されし神々,Music,Mountain of Faith,Sealed Gods
음악부문,동방풍신록,인간을 사랑한 신 ~ Romantic Fall,音楽部門,東方風神録,人恋し神様　～ Romantic Fall,Music,Mountain of Faith,A God That Misses People ~ Romantic Fall
음악부문,동방풍신록,이나다히메님께 야단맞으니까,音楽部門,東方風神録,稲田姫様に叱られるから,Music,Mountain of Faith,Because Princess Inada is Scolding Me
음악부문,동방풍신록,재앙신께서 다니시는 길 ~ Dark Road,音楽部門,東方風神録,厄神様の通り道　～ Dark Road,Music,Mountain of Faith,The Road of the Misfortune God ~ Dark Road
음악부문,동방풍신록,운명의 다크사이드,音楽部門,東方風神録,運命のダークサイド,Music,Mountain of Faith,Dark Side of Fate
음악부문,동방풍신록,신들이 사랑한 환상향,音楽部門,東方風神録,神々が恋した幻想郷,Music,Mountain of Faith,The Gensokyo the Gods Loved
음악부문,동방풍신록,아쿠타가와 류노스케의 캇파 ~ Candid Friend,音楽部門,東方風神録,芥川龍之介の河童　～ Candid Friend,Music,Mountain of Faith,"Akutagawa Ryuunosuke's ""Kappa"" ~ Candid Friend"
음악부문,동방풍신록,폴 오브 폴 ~ 가을다워지는 폭포,音楽部門,東方風神録,フォールオブフォール　～ 秋めく滝,Music,Mountain of Faith,Fall of Fall ~ Autumnal Waterfall
음악부문,동방풍신록,요괴의 산 ~ Mysterious Mountain,音楽部門,東方風神録,妖怪の山　～ Mysterious Mountain,Music,Mountain of Faith,Youkai Mountain ~ Mysterious Mountain
음악부문,동방풍신록,소녀가 본 일본의 원풍경,音楽部門,東方風神録,少女が見た日本の原風景,Music,Mountain of Faith,The Primal Scene of Japan the Girl Saw
음악부문,동방풍신록,신앙은 덧없는 인간을 위해,音楽部門,東方風神録,信仰は儚き人間の為に,Music,Mountain of Faith,Faith Is for the Transient People
음악부문,동방풍신록,기둥의 묘지 ~ Grave of Being,音楽部門,東方風神録,御柱の墓場　～ Grave of Being,Music,Mountain of Faith,Cemetery of Onbashira ~ Grave of Being
음악부문,동방풍신록,신성하고 장엄한 옛 전장 ~ Suwa Foughten Field,音楽部門,東方風神録,神さびた古戦場　～ Suwa Foughten Field,Music,Mountain of Faith,The Venerable Ancient Battlefield ~ Suwa Foughten Field
음악부문,동방풍신록,"내일은 휴일, 어제는 평일",音楽部門,東方風神録,明日ハレの日、ケの昨日,Music,Mountain of Faith,"Tomorrow Will Be Special, Yesterday Was Not"
음악부문,동방풍신록,네이티브 페이스,音楽部門,東方風神録,ネイティブフェイス,Music,Mountain of Faith,Native Faith
음악부문,동방풍신록,산기슭의 신사,音楽部門,東方風神録,麓の神社,Music,Mountain of Faith,Shrine at the Foot of the Mountain
음악부문,동방풍신록,신은 은혜의 비를 내리니 ~ Sylphid Dream,音楽部門,東方風神録,神は恵みの雨を降らす　～ Sylphid Dream,Music,Mountain of Faith,The Gods Give Us Blessed Rain ~ Sylphid Dream
음악부문,동방풍신록,플레이어즈 스코어,音楽部門,東方風神録,プレイヤーズスコア,Music,Mountain of Faith,Player's Score
음악부문,동방비상천,비상천,音楽部門,東方緋想天,緋想天,Music,Scarlet Weather Rhapsody,Heaven of Scarlet Perception
음악부문,동방비상천,일상좌와,音楽部門,東方緋想天,日常坐臥,Music,Scarlet Weather Rhapsody,Usual Days
음악부문,동방비상천,땅의 색은 노란색,音楽部門,東方緋想天,地の色は黄色,Music,Scarlet Weather Rhapsody,The Ground's Color is Yellow
음악부문,동방비상천,갑론을박,音楽部門,東方緋想天,甲論乙駁,Music,Scarlet Weather Rhapsody,Argue for and Against
음악부문,동방비상천,풍광명미,音楽部門,東方緋想天,風光明媚,Music,Scarlet Weather Rhapsody,Beautiful Nature Sight
음악부문,동방비상천,향기나는 수엽화,音楽部門,東方緋想天,香る樹葉花,Music,Scarlet Weather Rhapsody,Fragrant Plants
음악부문,동방비상천,춤추는 물보라,音楽部門,東方緋想天,踊る水飛沫,Music,Scarlet Weather Rhapsody,Dancing Water Spray
음악부문,동방비상천,이어구승,音楽部門,東方緋想天,以魚駆蠅,Music,Scarlet Weather Rhapsody,Swing a Fish to Drive Away Flies
음악부문,동방비상천,방종불기,音楽部門,東方緋想天,放縦不羈,Music,Scarlet Weather Rhapsody,Free and Easy
음악부문,동방비상천,비웃음의 유희,音楽部門,東方緋想天,嘲りの遊戯,Music,Scarlet Weather Rhapsody,Ridiculous Game
음악부문,동방비상천,냉음한취,音楽部門,東方緋想天,冷吟閑酔,Music,Scarlet Weather Rhapsody,Drunk as I Like
음악부문,동방비상천,운외창천,音楽部門,東方緋想天,雲外蒼天,Music,Scarlet Weather Rhapsody,Skies Beyond the Clouds
음악부문,동방비상천,검은 바다에 붉음을 ~ Legendary Fish,音楽部門,東方緋想天,黒い海に紅く　～ Legendary Fish,Music,Scarlet Weather Rhapsody,Crimson in the Black Sea ~ Legendary Fish
음악부문,동방비상천,천의무봉,音楽部門,東方緋想天,天衣無縫,Music,Scarlet Weather Rhapsody,Flawless as Clothing of the Celestials
음악부문,동방비상천,유정천변 ~ Wonderful Heaven,音楽部門,東方緋想天,有頂天変　～ Wonderful Heaven,Music,Scarlet Weather Rhapsody,Catastrophe in Bhavaagra ~ Wonderful Heaven
음악부문,동방비상천,유심지의 유정천,音楽部門,東方緋想天,幼心地の有頂天,Music,Scarlet Weather Rhapsody,Bhavaagra As Seen Through a Child's Mind
음악부문,동방비상천,모색창연,音楽部門,東方緋想天,暮色蒼然,Music,Scarlet Weather Rhapsody,Darkening Dusk
음악부문,동방비상천,동방비상천,音楽部門,東方緋想天,東方緋想天,Music,Scarlet Weather Rhapsody,Eastern Heaven of Scarlet Perception
음악부문,동방비상천,동방요연담,音楽部門,東方緋想天,東方妖恋談,Music,Scarlet Weather Rhapsody,Eastern Mystical Tale of Romance
음악부문,동방비상천,별의 그릇 ~ Casket of Star,音楽部門,東方緋想天,星の器　～ Casket of Star,Music,Scarlet Weather Rhapsody,Vessel of Stars ~ Casket of Star
음악부문,동방비상천,플라워링 나이트,音楽部門,東方緋想天,フラワリングナイト,Music,Scarlet Weather Rhapsody,Flowering Night
음악부문,동방비상천,부쿠레슈티의 인형사,音楽部門,東方緋想天,ブクレシュティの人形師,Music,Scarlet Weather Rhapsody,The Doll Maker of Bucuresti
음악부문,동방비상천,"히로아리, 괴조를 쏘다 ~ Till When?",音楽部門,東方緋想天,広有射怪鳥事　～ Till When?,Music,Scarlet Weather Rhapsody,Hiroari Shoots a Strange Bird ~ Till When?
음악부문,동방비상천,락드 걸 ~ 소녀밀실,音楽部門,東方緋想天,ラクトガール　～ 少女密室,Music,Scarlet Weather Rhapsody,Locked Girl ~ The Girl's Sealed Room
음악부문,동방비상천,"유아하게 피어라, 묵염의 벚꽃 ~ Border of Life",音楽部門,東方緋想天,幽雅に咲かせ、墨染の桜　～ Border of Life,Music,Scarlet Weather Rhapsody,"Bloom Nobly, Ink-Black Cherry Blossom ~ Border of Life"
음악부문,동방비상천,죽은 왕녀를 위한 셉텟,音楽部門,東方緋想天,亡き王女の為のセプテット,Music,Scarlet Weather Rhapsody,Septette for a Dead Princess
음악부문,동방비상천,밤이 내려온다,音楽部門,東方緋想天,夜が降りてくる,Music,Scarlet Weather Rhapsody,Night Falls
음악부문,동방비상천,쇄월,音楽部門,東方緋想天,砕月,Music,Scarlet Weather Rhapsody,Broken Moon
음악부문,동방비상천,광기의 눈동자 ~ Invisible Full Moon,音楽部門,東方緋想天,狂気の瞳　～ Invisible Full Moon,Music,Scarlet Weather Rhapsody,Lunatic Eyes ~ Invisible Full Moon
음악부문,동방비상천,풍신소녀,音楽部門,東方緋想天,風神少女,Music,Scarlet Weather Rhapsody,Wind God Girl
음악부문,동방비상천,피안귀항 ~ Riverside View,音楽部門,東方緋想天,彼岸帰航　～ Riverside View,Music,Scarlet Weather Rhapsody,Higan Retour ~ Riverside View
음악부문,동방지령전,지령들의 기상,音楽部門,東方地霊殿,地霊達の起床,Music,Subterranean Animism,Awakening of the Earth Spirits
음악부문,동방지령전,어둠의 풍혈,音楽部門,東方地霊殿,暗闇の風穴,Music,Subterranean Animism,The Dark Blowhole
음악부문,동방지령전,봉인당한 요괴 ~ Lost Place,音楽部門,東方地霊殿,封じられた妖怪　～ Lost Place,Music,Subterranean Animism,The Sealed-Away Youkai ~ Lost Place
음악부문,동방지령전,건너는 발길이 끊어진 다리,音楽部門,東方地霊殿,渡る者の途絶えた橋,Music,Subterranean Animism,The Bridge People No Longer Cross
음악부문,동방지령전,녹안의 젤러시,音楽部門,東方地霊殿,緑眼のジェラシー,Music,Subterranean Animism,Green-Eyed Jealousy
음악부문,동방지령전,옛 지옥 길거리를 가다,音楽部門,東方地霊殿,旧地獄街道を行く,Music,Subterranean Animism,Walking the Streets of a Former Hell
음악부문,동방지령전,꽃의 술잔 오오에야마,音楽部門,東方地霊殿,華のさかづき大江山,Music,Subterranean Animism,A Flower-Studded Sake Dish on Mt. Ooe
음악부문,동방지령전,하트펠트 팬시,音楽部門,東方地霊殿,ハートフェルトファンシー,Music,Subterranean Animism,Heartfelt Fancy
음악부문,동방지령전,소녀 사토리 ~ 3rd eye,音楽部門,東方地霊殿,少女さとり　～ 3rd eye,Music,Subterranean Animism,Satori Maiden ~ 3rd eye
음악부문,동방지령전,폐옥 럴러바이,音楽部門,東方地霊殿,廃獄ララバイ,Music,Subterranean Animism,Lullaby of Deserted Hell
음악부문,동방지령전,시체여행 ~ Be of good cheer!,音楽部門,東方地霊殿,死体旅行　～ Be of good cheer!,Music,Subterranean Animism,Corpse Voyage ~ Be of good cheer!
음악부문,동방지령전,업화 맨틀,音楽部門,東方地霊殿,業火マントル,Music,Subterranean Animism,Hellfire Mantle
음악부문,동방지령전,영지의 태양신앙 ~ Nuclear Fusion,音楽部門,東方地霊殿,霊知の太陽信仰　～ Nuclear Fusion,Music,Subterranean Animism,Solar Sect of Mystic Wisdom ~ Nuclear Fusion
음악부문,동방지령전,라스트 리모트,音楽部門,東方地霊殿,ラストリモート,Music,Subterranean Animism,Last Remote
음악부문,동방지령전,하르트만의 요괴소녀,音楽部門,東方地霊殿,ハルトマンの妖怪少女,Music,Subterranean Animism,Hartmann's Youkai Girl
음악부문,동방지령전,지령들의 귀가,音楽部門,東方地霊殿,地霊達の帰宅,Music,Subterranean Animism,The Earth Spirits' Homecoming
음악부문,동방지령전,에너지 여명 ~ Future Dream...,音楽部門,東方地霊殿,エネルギー黎明 ～ Future Dream...,Music,Subterranean Animism,Energy Daybreak ~ Future Dream...
음악부문,동방지령전,플레이어즈 스코어,音楽部門,東方地霊殿,プレイヤーズスコア,Music,Subterranean Animism,Player's Score
음악부문,동방성련선,푸른 하늘의 그림자,音楽部門,東方星蓮船,青空の影,Music,Undefined Fantastic Object,A Shadow in the Blue Sky
음악부문,동방성련선,봄의 항구에서,音楽部門,東方星蓮船,春の湊に,Music,Undefined Fantastic Object,At the Harbor of Spring
음악부문,동방성련선,작디작은 현장,音楽部門,東方星蓮船,小さな小さな賢将,Music,Undefined Fantastic Object,"A Tiny, Tiny, Clever Commander"
음악부문,동방성련선,닫힌 구름의 통로,音楽部門,東方星蓮船,閉ざせし雲の通い路,Music,Undefined Fantastic Object,The Sealed Cloud Route
음악부문,동방성련선,만년 방치된 우산에 주의를,音楽部門,東方星蓮船,万年置き傘にご注意を,Music,Undefined Fantastic Object,Beware the Umbrella Left There Forever
음악부문,동방성련선,스카이 루인,音楽部門,東方星蓮船,スカイルーイン,Music,Undefined Fantastic Object,Sky Ruin
음악부문,동방성련선,구세대 아저씨와 하이칼라 소녀,音楽部門,東方星蓮船,時代親父とハイカラ少女,Music,Undefined Fantastic Object,The Traditional Old Man and the Stylish Girl
음악부문,동방성련선,유령객선의 시공을 뛰어넘는 여행,音楽部門,東方星蓮船,幽霊客船の時空を越えた旅,Music,Undefined Fantastic Object,Interdimensional Voyage of a Ghostly Passenger Ship
음악부문,동방성련선,캡틴 무라사,音楽部門,東方星蓮船,キャプテン・ムラサ,Music,Undefined Fantastic Object,Captain Murasa
음악부문,동방성련선,마계 지방도시 에소테리아,音楽部門,東方星蓮船,魔界地方都市エソテリア,Music,Undefined Fantastic Object,Rural Makai City Esoteria
음악부문,동방성련선,범무늬의 비사문천,音楽部門,東方星蓮船,虎柄の毘沙門天,Music,Undefined Fantastic Object,The Tiger-Patterned Bishamonten
음악부문,동방성련선,법계의 불,音楽部門,東方星蓮船,法界の火,Music,Undefined Fantastic Object,Fires of Hokkai
음악부문,동방성련선,감정의 마천루 ~ Cosmic Mind,音楽部門,東方星蓮船,感情の摩天楼　～ Cosmic Mind,Music,Undefined Fantastic Object,Emotional Skyscraper ~ Cosmic Mind
음악부문,동방성련선,밤하늘의 UFO 로맨스,音楽部門,東方星蓮船,夜空のユーフォーロマンス,Music,Undefined Fantastic Object,UFO Romance in the Night Sky
음악부문,동방성련선,헤이안의 에일리언,音楽部門,東方星蓮船,平安のエイリアン,Music,Undefined Fantastic Object,Heian Alien
음악부문,동방성련선,요괴사,音楽部門,東方星蓮船,妖怪寺,Music,Undefined Fantastic Object,Youkai Temple
음악부문,동방성련선,하늘의 돌아오는 길 ~ Sky Dream,音楽部門,東方星蓮船,空の帰り道　～ Sky Dream,Music,Undefined Fantastic Object,Returning Home from the Sky ~ Sky Dream
음악부문,동방성련선,플레이어즈 스코어,音楽部門,東方星蓮船,プレイヤーズスコア,Music,Undefined Fantastic Object,Player's Score
음악부문,동방비상천칙,그대는 그 그림자를 보았는가,音楽部門,東方非想天則,君はあの影を見たか,Music,Touhou Hisoutensoku,Did You See That Shadow?
음악부문,동방비상천칙,췌몽상,音楽部門,東方非想天則,萃夢想,Music,Touhou Hisoutensoku,Forgathering Dream
음악부문,동방비상천칙,전설의 거신,音楽部門,東方非想天則,伝説の巨神,Music,Touhou Hisoutensoku,The Legendary Titan
음악부문,동방비상천칙,우리들의 비상천칙,音楽部門,東方非想天則,ぼくらの非想天則,Music,Touhou Hisoutensoku,Our Hisoutensoku
음악부문,동방비상천칙,인형이 있는 풍경,音楽部門,東方非想天則,人形のある風景,Music,Touhou Hisoutensoku,Scenery with Dolls
음악부문,동방비상천칙,유구한 증기기관,音楽部門,東方非想天則,悠久の蒸気機関,Music,Touhou Hisoutensoku,The Eternal Steam Engine
음악부문,동방비상천칙,신앙은 덧없는 인간을 위해,音楽部門,東方非想天則,信仰は儚き人間の為に,Music,Touhou Hisoutensoku,Faith Is for the Transient People
음악부문,동방비상천칙,말괄량이 연랑,音楽部門,東方非想天則,おてんば恋娘,Music,Touhou Hisoutensoku,Tomboyish Girl in Love
음악부문,동방비상천칙,상해홍차관 ~ Chinese Tea,音楽部門,東方非想天則,上海紅茶館　～ Chinese Tea,Music,Touhou Hisoutensoku,Shanghai Scarlet Teahouse ~ Chinese Tea
음악부문,동방비상천칙,영지의 태양신앙 ~ Nuclear Fusion,音楽部門,東方非想天則,霊知の太陽信仰　～ Nuclear Fusion,Music,Touhou Hisoutensoku,Solar Sect of Mystic Wisdom ~ Nuclear Fusion
음악부문,동방비상천칙,"내일은 휴일, 어제는 평일",音楽部門,東方非想天則,明日ハレの日、ケの昨日,Music,Touhou Hisoutensoku,"Tomorrow Will Be Special, Yesterday Was Not"
음악부문,동방비상천칙,이색연화접 ~ Ancients,音楽部門,東方非想天則,二色蓮花蝶　～ Ancients,Music,Touhou Hisoutensoku,Dichromatic Lotus Butterfly ~ Ancients
음악부문,동방비상천칙,사랑색 매직,音楽部門,東方非想天則,恋色マジック,Music,Touhou Hisoutensoku,Love-Colored Magic
음악부문,동방비상천칙,the Grimoire of Alice,音楽部門,東方非想天則,the Grimoire of Alice,Music,Touhou Hisoutensoku,the Grimoire of Alice
음악부문,동방비상천칙,브와르 마법 도서관,音楽部門,東方非想天則,ヴワル魔法図書館,Music,Touhou Hisoutensoku,"Voile, the Magic Library"
음악부문,동방비상천칙,동방요연담,音楽部門,東方非想天則,東方妖恋談,Music,Touhou Hisoutensoku,Eastern Mystical Tale of Romance
음악부문,동방비상천칙,언노운 X ~ Unfound Adventure,音楽部門,東方非想天則,アンノウンX　～ Unfound Adventure,Music,Touhou Hisoutensoku,Unknown X ~ Unfound Adventure
음악부문,동방비상천칙,하늘에 떠오른 물체 X,音楽部門,東方非想天則,空に浮かぶ物体X,Music,Touhou Hisoutensoku,"X, the Floating Object in the Sky"
음악부문,동방비상천칙,거대한 그림자와 자그마한 결말,音楽部門,東方非想天則,巨大な影と小さな結末,Music,Touhou Hisoutensoku,A Huge Shadow and a Tiny Conclusion
음악부문,더블 스포일러,뉴스 하운드,音楽部門,ダブルスポイラー,ニュースハウンド,Music,Double Spoiler,Newshound
음악부문,더블 스포일러,당신네 마을의 괴사건,音楽部門,ダブルスポイラー,あなたの町の怪事件,Music,Double Spoiler,The Mystery in Your Town
음악부문,더블 스포일러,요괴 모던 콜로니,音楽部門,ダブルスポイラー,妖怪モダンコロニー,Music,Double Spoiler,Youkai Modern Colony
음악부문,더블 스포일러,네메시스의 요새,音楽部門,ダブルスポイラー,ネメシスの要塞,Music,Double Spoiler,Nemesis' Stronghold
음악부문,더블 스포일러,무간의 종 ~ Infinite Nightmare,音楽部門,ダブルスポイラー,無間の鐘　～ Infinite Nightmare,Music,Double Spoiler,Bell of Avici ~ Infinite Nightmare
음악부문,더블 스포일러,요괴의 산 ~ Mysterious Mountain,音楽部門,ダブルスポイラー,妖怪の山　～ Mysterious Mountain,Music,Double Spoiler,Youkai Mountain ~ Mysterious Mountain
음악부문,요정대전쟁,봄의 얼음요정,音楽部門,妖精大戦争,春の氷精,Music,Great Fairy Wars,An Ice Fairy in Spring
음악부문,요정대전쟁,귀여운 대전쟁의 리프레인,音楽部門,妖精大戦争,可愛い大戦争のリフレーン,Music,Great Fairy Wars,The Refrain of the Lovely Great War
음악부문,요정대전쟁,장난에 목숨을 걸고,音楽部門,妖精大戦争,いたずらに命をかけて,Music,Great Fairy Wars,Staking Your Life on a Prank
음악부문,요정대전쟁,언제나 정신없는 호기심,音楽部門,妖精大戦争,年中夢中の好奇心,Music,Great Fairy Wars,Year-Round Absorbed Curiosity
음악부문,요정대전쟁,한밤중의 페어리 댄스,音楽部門,妖精大戦争,真夜中のフェアリーダンス,Music,Great Fairy Wars,A Midnight Fairy Dance
음악부문,요정대전쟁,요정대전쟁 ~ Fairy Wars,音楽部門,妖精大戦争,妖精大戦争　～ Fairy Wars,Music,Great Fairy Wars,Great Fairy Wars ~ Fairy Wars
음악부문,요정대전쟁,루즈 레인,音楽部門,妖精大戦争,ルーズレイン,Music,Great Fairy Wars,Loose Rain
음악부문,요정대전쟁,메이거스 나이트,音楽部門,妖精大戦争,メイガスナイト,Music,Great Fairy Wars,Magus Night
음악부문,요정대전쟁,봄의 얼음요정 -조용함-,音楽部門,妖精大戦争,春の氷精　- 静 -,Music,Great Fairy Wars,An Ice Fairy in Spring - Still -
음악부문,요정대전쟁,플레이어즈 스코어,音楽部門,妖精大戦争,プレイヤーズスコア,Music,Great Fairy Wars,Player's Score
음악부문,동방신령묘,욕심쟁이 영혼,音楽部門,東方神霊廟,欲深き霊魂,Music,Ten Desires,Spirit of Avarice
음악부문,동방신령묘,사령의 밤 벚꽃,音楽部門,東方神霊廟,死霊の夜桜,Music,Ten Desires,Night Sakura of Dead Spirits
음악부문,동방신령묘,고스트 리드,音楽部門,東方神霊廟,ゴーストリード,Music,Ten Desires,Ghost Lead
음악부문,동방신령묘,요괴사에 어서오세요,音楽部門,東方神霊廟,妖怪寺へようこそ,Music,Ten Desires,Welcome to Youkai Temple
음악부문,동방신령묘,문 앞의 요괴 소녀,音楽部門,東方神霊廟,門前の妖怪小娘,Music,Ten Desires,Youkai Girl at the Gate
음악부문,동방신령묘,멋진 묘지에서 살아 봅시다,音楽部門,東方神霊廟,素敵な墓場で暮しましょ,Music,Ten Desires,Let's Live in a Lovely Cemetery
음악부문,동방신령묘,리지드 파라다이스,音楽部門,東方神霊廟,リジッドパラダイス,Music,Ten Desires,Rigid Paradise
음악부문,동방신령묘,디자이어 드라이브,音楽部門,東方神霊廟,デザイアドライブ,Music,Ten Desires,Desire Drive
음악부문,동방신령묘,오랜 위안셴,音楽部門,東方神霊廟,古きユアンシェン,Music,Ten Desires,Old Yuanxian
