대분류	소분류	한국어	일본어	영어
作品部門	音楽作品	요악단의 역사	幺樂団の歴史	Akyu's Untouched Score
作品部門	音楽作品	봉래인형	蓬莱人形	Dolls in Pseudo Paradise
作品部門	音楽作品	렌다이노 야행	蓮台野夜行	Ghostly Field Club
作品部門	音楽作品	몽위과학세기	夢違科学世紀	Changeability of Strange Dream
作品部門	音楽作品	묘유동해도	卯酉東海道	Retrospective 53 minutes
作品部門	音楽作品	대공마술	大空魔術	Magical Astronomy
作品部門	音楽作品	미지의 꽃 매지의 여행	未知の花　魅知の旅	Unknown Flower, Mesmerizing Journey
作品部門	音楽作品	토리후네 유적	鳥船遺跡	Trojan Green Asteroid
作品部門	音楽作品	이자나기 물질	伊弉諾物質	Neo-traditionalism of Japan
作品部門	音楽作品	연석박물지	燕石博物誌	Dr. Latency's Freak Report
作品部門	音楽作品	구약주점	旧約酒場	"Dateless Bar ""Old Adam"""
作品部門	音楽作品	무지갯빛 셉텐트리온	虹色のセプテントリオン	Rainbow-Colored Septentrion
作品部門	音楽作品	타나바타자카 무겐노	七夕坂夢幻能	Taboo Japan Disentanglement
作品部門	書籍作品	동방향림당	東方香霖堂	Curiosities of Lotus Asia
作品部門	書籍作品	동방삼월정	東方三月精	Touhou Sangetsusei
作品部門	書籍作品	동방문화첩(서적)	東方文花帖（書籍）	Bohemian Archive in Japanese Red
作品部門	書籍作品	동방구문사기 / 동방구문구수	東方求聞史紀 / 東方求聞口授	Touhou Gumon (Gensokyo Chronicle)
作品部門	書籍作品	동방맹월초	東方儚月抄	Touhou Bougetsushou
作品部門	書籍作品	The Grimoire of Marisa	The Grimoire of Marisa	The Grimoire of Marisa
作品部門	書籍作品	동방자가선	東方茨歌仙	Wild and Horned Hermit
作品部門	書籍作品	동방영나암	東方鈴奈庵	Forbidden Scrollery
作品部門	書籍作品	동방문과진보	東方文果真報	Alternative Facts in Eastern Utopia
作品部門	書籍作品	The Grimoire of Usami 비봉클럽이계촬영기록	The Grimoire of Usami 秘封倶楽部異界撮影記録	The Grimoire of Usami
作品部門	書籍作品	동방지령기전 반칙탐정 사토리	東方智霊奇伝 反則探偵さとり	Foul Detective Satori
作品部門	書籍作品	동방취접화	東方酔蝶華	Lotus Eaters
作品部門	書籍作品	동방Project 인요명감 어스름편	東方Project人妖名鑑 宵闇編	Who's Who of Humans and Youkai - Dusk Edition
作品部門	書籍作品	동방Project 인요명감 저승편	東方Project人妖名鑑 常世編	Who's Who of Humans and Youkai - Everlasting Edition
作品部門	書籍作品	동방환존신첨	東方幻存神籤	Whispered Oracle of Hakurei Shrine
